"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report A700001 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[563455] Report(A700001)", ,"Entity[563455] Report(A700001[00100])","Entity[563455] Report(A700001[00200])", ,"Entity[563455] Report(A700001[00400])","Entity[563455] Report(A700001[00500])","Entity[563455] Report(A700001[00600])"
"Line(00100)", ,"1613187", , , , ,"1613187"
"Line(00200)", ,"15181996","20020", ,"20020", ,"15202016"
"Line(00300)", ,"220638978","29887451", ,"29887451", ,"250526429"
"Line(00500)", ,"133166428","13792137", ,"13792137", ,"146958565"
"Line(00600)", ,"250344001","93909002", ,"93909002","1973011","342279992"
"Line(00800)", ,"620944590","137608610", ,"137608610","1973011","756580189"
