"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report D00B184 ","-------------","-------------","-----------",""
"","applicable","","\"   [ ] Title XVIII"," Part A\"","","","   [ ] IPF","           [ ] SNF","","","   [ ] TEFRA"
"","boxes:","","   [ ] Title XIX","","","   [ ] IRF","           [ ] NF","","",""
"","","","","","","","","","",""
"","","","","","","","","All","","Total"
"","","","","","Non","","","Other ","","Outpatient"
"","","","","","Physician","","","Medical","Total cost","Cost"
"","","","","","Anesthetist","Nursing","Allied","Education","(sum of col 1","\"(sum of col. 2","\""
"","","","","","Cost","School","Health","Cost","through col. 4)","3 and 4)"
"","Cost Center Description","","","","1","2","3","4","5","6"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","","",""
"Entity[563455] Report(D00B184)", , , ,"Entity[563455] Report(D00B184[00300])", ,"Entity[563455] Report(D00B184[00500])","Entity[563455] Report(D00B184[00600])","Entity[563455] Report(D00B184[00700])","Entity[563455] Report(D00B184[00800])","Entity[563455] Report(D00B184[00900])","Entity[563455] Report(D00B184[01000])","Entity[563455] Report(D00B184[01100])"
"Line(05000)", , , , , , , ,"445486070", , ,"41048"
"Line(05010)", , , , , , , ,"46914"
"Line(05100)", , , , , , , ,"128033593", , ,"10547"
"Line(05200)", , , , , , , ,"16807061"
"Line(05300)", , , , , , , ,"125455087", , ,"53024"
"Line(05400)", , , ,"555933", ,"555933","555933","78147807","0","0","1278","9"
"Line(05401)", , , , , , , ,"17124169", , ,"294"
"Line(05402)", , , , , , , ,"10780972"
"Line(05403)", , , , , , , ,"14364957"
"Line(05410)", , , , , , , ,"7838441"
"Line(05500)", , , , , , , ,"42447580"
"Line(05700)", , , , , , , ,"104511297", , ,"5747"
"Line(05800)", , , , , , , ,"51396746"
"Line(05900)", , , , , , , ,"162316195", , ,"633"
"Line(06000)", , , , , , , ,"314785039", , ,"127831"
"Line(06300)", , , , , , , ,"27388397", , ,"7403"
"Line(06400)", , , , , , , ,"176089168"
"Line(06500)", , , , , , , ,"76639137", , ,"15097"
"Line(06600)", , , , , , , ,"61966644", , ,"13815"
"Line(06800)", , , , , , , ,"4600227", , ,"574"
"Line(06900)", , , , , , , ,"18715344", , ,"80"
"Line(07000)", , , , , , , ,"2918733"
"Line(07100)", , , , , , , ,"113472323", , ,"1560"
"Line(07200)", , , , , , , ,"155822122"
"Line(07300)", , , ,"430121", ,"430121","430121","224587372","0","0","160400","307"
"Line(07400)", , , , , , , ,"16150548", , ,"40013"
"Line(07501)", , , , , , , ,"13907350"
"Line(07503)", , , , , , , ,"8531664"
"Line(07504)", , , , , , , ,"55002137"
"Line(07505)", , , , , , , ,"646883", , ,"56"
"Line(07506)", , , , , , , ,"7946320"
"Line(07600)", , , , , , , ,"1862956", , ,"772"
"Line(09001)", , , , , , , ,"1848935"
"Line(09002)", , , , , , , ,"3266957"
"Line(09003)", , , , , , , ,"9866108"
"Line(09004)", , , , , , , ,"4984710"
"Line(09005)", , , , , , , ,"2012002"
"Line(09006)", , , , , , , ,"4801628"
"Line(09007)", , , , , , , ,"8709711", , ,"282"
"Line(09008)", , , , , , , ,"10290563"
"Line(09009)", , , , , , , ,"7543928"
"Line(09010)", , , , , , , ,"5096815"
"Line(09011)", , , , , , , ,"10380664"
"Line(09012)", , , , , , , ,"1540938"
"Line(09013)", , , , , , , ,"4924309"
"Line(09014)", , , , , , , ,"38980236"
"Line(09015)", , , , , , , ,"4846689"
"Line(09016)", , , , , , , ,"1096828"
"Line(09017)", , , , , , , ,"2100084"
"Line(09018)", , , , , , , ,"5117447"
"Line(09019)", , , , , , , ,"1552791"
"Line(09020)", , , , , , , ,"128538"
"Line(09021)", , , , , , , ,"148843"
"Line(09022)", , , , , , , ,"1458060"
"Line(09023)", , , , , , , ,"390647"
"Line(09025)", , , , , , , ,"6727505"
"Line(09100)", , , , , , , ,"190893201", , ,"54284"
"Line(09200)", , , , , , , ,"18294026"
