"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report D00A185 ","-------------","-------------","-----------",""
"applicable","","\"   [ ] Title XVIII"," Part B  \"","","    [ ] IPF","          [ ] SNF","","  [ ] Swing Bed NF","",""
"boxes:","","   [ ] Title XIX - O/P     ","","    [ ] IRF","          [ ] NF","","  [ ] ICF/MR","",""
"PART V - APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES COSTS","","","","","","","","",""
"","","","","Program Charges","","","Program Cost","",""
"","","","Cost to","","Cost Reimbursed","Cost Reimbursed","","Cost","Cost"
"","","","Charge","","Services","Services Not","PPS","Services","Services Not"
"","","","Ratio from","PPS Reimbursed","Subject to","Subject to"," Services","Subject to","Subject to"
"","","","\"Worksheet C","\"","Services","Ded. & Coins.","Ded. & Coins.","(see","Ded. & Coins.","Ded. & Coins."
"","","","\"Part I"," col. 9\"","(see instructions)","(see instructions)","(see instructions)","instructions)","(see instructions)","(see instructions)"
"(A)"," Cost Center Description","","1","2","3","4","5","6","7"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","",""
"Entity[563455] Report(D00A185)", ,"Entity[563455] Report(D00A185[00100])","Entity[563455] Report(D00A185[00200])","Entity[563455] Report(D00A185[00300])","Entity[563455] Report(D00A185[00400])","Entity[563455] Report(D00A185[00500])","Entity[563455] Report(D00A185[00600])","Entity[563455] Report(D00A185[00700])"
"Line(05000)", ,"0","37764441", , ,"5237815"
"Line(05010)", ,"3","7240", , ,"18621"
"Line(05100)", ,"0","2845716", , ,"139491"
"Line(05200)", ,"0","31854", , ,"13647"
"Line(05300)", ,"0","10751571", , ,"703744"
"Line(05400)", ,"0","9217165", , ,"2337233"
"Line(05401)", ,"0","2283002","7", ,"883636","3"
"Line(05402)", ,"0","273935", , ,"85400"
"Line(05403)", ,"0","2793921", , ,"599542"
"Line(05410)", ,"0","1295346", , ,"407968"
"Line(05500)", ,"0","7501949", , ,"873594"
"Line(05700)", ,"0","14507881", , ,"824541"
"Line(05800)", ,"0","6097852", , ,"491700"
"Line(05900)", ,"0","23685040","2", ,"2174784"
"Line(06000)", ,"0","2789865","21751", ,"435674","3397"
"Line(06300)", ,"1","730572","117", ,"367874","59"
"Line(06400)", ,"0","41029002","7670","526924","8465268","1583","108717"
"Line(06500)", ,"0","581491","9", ,"108092","2"
"Line(06600)", ,"0","73252", , ,"15961"
"Line(06800)", ,"0","9111", , ,"1171"
"Line(06900)", ,"0","2170887", , ,"953751"
"Line(07000)", ,"0","27790", , ,"723"
"Line(07100)", ,"1","8751982","45682", ,"5081873","26525"
"Line(07200)", ,"0","17060346","456520", ,"6490779","173688"
"Line(07300)", ,"0","11732585","1667","114499","3341159","475","32607"
"Line(07400)", ,"0","2011396", , ,"514384"
"Line(07501)", ,"0","2870618", , ,"374156"
"Line(07503)", ,"0","2076444", , ,"280031"
"Line(07504)", ,"0","8690913","6", ,"1229095","1"
"Line(07505)", ,"2","4421", , ,"7077"
"Line(07506)", ,"0","1039783", , ,"181824"
"Line(07600)", ,"0","183400", , ,"31197"
"Line(09001)", ,"0","300890", , ,"136275"
"Line(09002)", ,"1","810456", , ,"1005822"
"Line(09003)", ,"1","2973240", , ,"1987941"
"Line(09004)", ,"0","879133", , ,"267616"
"Line(09005)", ,"1","417240", , ,"566665"
"Line(09006)", ,"1","886381", , ,"458611"
"Line(09007)", ,"1","674772","709", ,"594215","624"
"Line(09008)", ,"1","2307830", , ,"1266043"
"Line(09009)", ,"1","1430097", , ,"735711"
"Line(09010)", ,"0","867740", , ,"363922"
"Line(09011)", ,"0","3350", , ,"1528"
"Line(09012)", ,"1","273935", , ,"145225"
"Line(09013)", ,"0","1127482", , ,"289496"
"Line(09014)", ,"1","7882868", , ,"6640378"
"Line(09015)", ,"0","994722", , ,"237608"
"Line(09016)", ,"1","260431", , ,"222532"
"Line(09017)", ,"1","240404", , ,"170870"
"Line(09018)", ,"1","1075359", , ,"1365648"
"Line(09019)", ,"1","818758", , ,"668707"
"Line(09020)", ,"11","1881", , ,"21326"
"Line(09021)", ,"2","63846", , ,"115572"
"Line(09022)", ,"1","952236", , ,"1012252"
"Line(09023)", ,"1","86264", , ,"114306"
"Line(09025)", ,"1","1900124","58", ,"1003497","31"
"Line(09100)", ,"0","16356948","5311", ,"2471502","802"
"Line(09200)", ,"1","3388573", , ,"1959520"
"Line(09500)", ,"5"
"Line(20000)", , ,"267865731","539509","641423","66494593","207190","141324"
