"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report S100000 ","-------------","-------------","-----------",""
" Uncompensated and indigent care cost computation"
"Entity[563455] Report(S100000)", ,"Entity[563455] Report(S100000[00100])","Entity[563455] Report(S100000[00200])","Entity[563455] Report(S100000[00300])"
"Line(00100)", ,"0"
"Line(00200)", ,"93672376"
"Line(00300)", ,"Y"
"Line(00400)", ,"Y"
"Line(00600)", ,"457736224"
"Line(00700)", ,"114707782"
"Line(00800)", ,"21035406"
"Line(00900)", ,"2112741"
"Line(01000)", ,"15147500"
"Line(01100)", ,"3795933"
"Line(01200)", ,"1683192"
"Line(01900)", ,"22718598"
"Line(02000)", ,"67767076","2062451","69829527"
"Line(02100)", ,"16982294","516846","17499140"
"Line(02200)", ,"134014","136112","270126"
"Line(02300)", ,"16848280","380734","17229014"
"Line(02400)", ,"N"
"Line(02600)", ,"42410289"
"Line(02700)", ,"4090310"
"Line(02800)", ,"38319979"
"Line(02900)", ,"9602910"
"Line(03000)", ,"26831924"
