"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report A800000 ","-------------","-------------","-----------",""
"","DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst."
"","","","","THE AMOUNT IS TO BE ADJUSTED","","A-7"
"","","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref."
"","","1","2","3","4","5"
"Entity[563455] Report(A800000)","Entity[563455] Report(A800000[00000])","Entity[563455] Report(A800000[00100])","Entity[563455] Report(A800000[00200])","Entity[563455] Report(A800000[00300])","Entity[563455] Report(A800000[00400])","Entity[563455] Report(A800000[00500])"
"Line(00800)", ,"A","-24125","MAINTENANCE & REPAIRS","6"
"Line(01000)", , ,"-6768074"
"Line(01200)", , ,"-97664193"
"Line(01400)", ,"B","-4702513","DIETARY","10"
"Line(02100)", ,"B","-17926213","CAP REL COSTS-BLDG & FIXT","1","11"
"Line(02600)", ,"A","1600385", , ,"9"
"Line(02601)", ,"A","797918", , ,"9"
"Line(02700)", ,"A","266396", , ,"9"
"Line(02703)", ,"A","239570", , ,"9"
"Line(03300)","DEPRECIATION CARRYFOWARD","A","-2286","EMPLOYEE BENEFITS DEPARTMENT","4","9"
"Line(03315)","GOVERNMENT DGME","A","-19295273","I&R SERVICES-SALARY & FRINGES APPRV","21"
"Line(03316)","TV CAPITAL COSTS","A","-1798","CAP REL COSTS-MVBLE EQUIP","2","9"
"Line(03320)","CHARITY CONTRIBUTIONS ADMIN/GEN","A","-320200","OTHER ADMIN + GENERAL","5"
"Line(03325)","CHARITY CONTRIBUTIONS BLOOD","A","514","BLOOD STORING  PROCESSING & TRANS.","63"
"Line(03350)","LOBBYING EXPENSE","A","-29195","OTHER ADMIN + GENERAL","5"
"Line(03400)","EKG STRESS PURCHASED FROM CLINIC","A","-911178","CARDIAC CATHETERIZATION","59"
"Line(03401)","PENSION","A","124","PURCH  RCVING  STORING","5"
"Line(03402)","PENSION","A","1619","ADMITTING","5"
"Line(03403)","PENSION","A","68722","OTHER ADMIN + GENERAL","5"
"Line(03404)","PENSION","A","521","HOUSEKEEPING","9"
"Line(03405)","PENSION","A","26718","DIETARY","10"
"Line(03406)","PENSION","A","3909","NURSING ADMINISTRATION","13"
"Line(03407)","PENSION","A","15470","SOCIAL SERVICE","17"
"Line(03408)","PENSION","A","59133","I&R SERVICES-SALARY & FRINGES APPRV","21"
"Line(03409)","PENSION","A","442","I&R SERVICES-OTHER PRGM COSTS APPRV","22"
"Line(03410)","PENSION","A","215","RADIOLOGY TECH SCHOOL","23"
"Line(03411)","PENSION","A","651","RADIOLOGY TECH SCHOOL","23"
"Line(03412)","PENSION","A","2476","CLINICAL PASTORAL ED","23"
"Line(03413)","PENSION","A","133684","ADULTS & PEDIATRICS","30"
"Line(03414)","PENSION","A","20963","INTENSIVE CARE UNIT","31"
"Line(03415)","PENSION","A","20472","CORONARY CARE UNIT","32"
"Line(03416)","PENSION","A","7933","PEDIATRIC INTENSIVE CAR","35"
"Line(03417)","PENSION","A","22180","NEONATAL INTENSIVE CARE UNIT","35"
"Line(03418)","PENSION","A","3568","SUBPROVIDER - IPF","40"
"Line(03419)","PENSION","A","4801","SUBPROVIDER - IRF","41"
"Line(03420)","PENSION","A","8774","SKILLED NURSING FACILITY","44"
"Line(03421)","PENSION","A","53971","OPERATING ROOM","50"
"Line(03422)","PENSION","A","8345","RECOVERY ROOM","51"
"Line(03423)","PENSION","A","8544","DELIVERY ROOM & LABOR ROOM","52"
"Line(03424)","PENSION","A","6471","ANESTHESIOLOGY","53"
"Line(03425)","PENSION","A","22474","RADIOLOGY-DIAGNOSTIC","54"
"Line(03426)","PENSION","A","7685","ULTRASOUND","54"
"Line(03427)","PENSION","A","4180","MAMMOGRAPHY","54"
"Line(03428)","PENSION","A","497","PET IMAGINING","54"
"Line(03429)","PENSION","A","1947","NUCLEAR MEDICINE","54"
"Line(03430)","PENSION","A","4102","RADIOLOGY-THERAPEUTIC","55"
"Line(03431)","PENSION","A","3944","CT SCAN","57"
"Line(03432)","PENSION","A","3632","MRI","58"
"Line(03433)","PENSION","A","17991","CARDIAC CATHETERIZATION","59"
"Line(03434)","PENSION","A","50649","LABORATORY","60"
"Line(03435)","PENSION","A","9950","BLOOD STORING  PROCESSING & TRANS.","63"
"Line(03436)","PENSION","A","7696","INTRAVENOUS THERAPY","64"
"Line(03437)","PENSION","A","19521","RESPIRATORY THERAPY","65"
"Line(03438)","PENSION","A","21445","PHYSICAL THERAPY","66"
"Line(03439)","PENSION","A","811","SPEECH PATHOLOGY","68"
"Line(03440)","PENSION","A","13567","ELECTROCARDIOLOGY","69"
"Line(03441)","PENSION","A","571","ELECTROENCEPHALOGRAPHY","70"
