"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report G200000 ","-------------","-------------","-----------",""
"","","","","","",""
"","","","INPATIENT","OUTPATIENT"," TOTAL",""
"","REVENUE CENTER","","1","2","3",""
"","GENERAL INPATIENT ROUTINE CARE SERVICES","","","","",""
"1"," Hospital","","","","","1"
"2"," Subprovider IPF","","","","","2"
"3"," Subprovider IRF","","","","","3"
"4"," Subprovider  (Other)","","","","","4"
"5"," Swing bed - SNF","","","","","5"
"6"," Swing bed - NF","","","","","6"
"7"," Skilled nursing facility","","","","","7"
"8"," Nursing facility","","","","","8"
"9"," Other long term care","","","","","9"
"10"," Total general inpatient care services (sum of lines 1-9)","","","","","10"
"","INTENSIVE CARE TYPE INPATIENT HOSPITAL SERVICES","","","","",""
"11"," Intensive care unit","","","","","11"
"12"," Coronary care unit","","","","","12"
"13"," Burn intensive care unit","","","","","13"
"14"," Surgical intensive care unit","","","","","14"
"15"," Other special care (specify)","","","","","15"
"16"," Total intensive care type inpatient hospital services (sum of","","","","","16"
""," of lines 11-15)","","","","",""
"17"," Total inpatient routine care services (sum of lines 10 and 16)","","","","","17"
"18"," Ancillary services","","","","","18"
"19"," Outpatient services","","","","","19"
"20"," Rural Health Clinic (RHC)","","","","","20"
"21"," Federally Qualified Health Center (FQHC)","","","","","21"
"22"," Home health agency","","","","","22"
"23"," Ambulance","","","","","23"
"24"," Outpatient rehabilitation providers","","","","","24"
"25"," ASC","","","","","25"
"26"," Hospice","","","","","26"
"27"," Other (specify)","","","","","27"
"28"," Total patient revenues (sum of lines 17-27) (transfer column 3 to","","","","","28"
"","\" Worksheet G-3"," line 1)\"","","","","",""
"","","","","","",""
"","PART II - OPERATING EXPENSES","","","","",""
"","","","","1","2",""
"29","\" Operating expenses (per Wkst. A"," column 3"," line 200)\"","","","","","29"
"30"," Add (specify)","","","","","30"
"31","","","","","","31"
"32","","","","","","32"
"33","","","","","","33"
"34","","","","","","34"
"35","","","","","","35"
"36"," Total additions (sum of lines 30-35)","","","","","36"
"37"," Deduct (specify)","","","","","37"
"38","","","","","","38"
"39","","","","","","39"
"40","","","","","","40"
"41","","","","","","41"
"42"," Total deductions (sum of lines 37-41)","","","","","42"
"43","\" Total operating expenses (sum of lines 29 and 36 minus line 42) (transfer to Worksheet G-3"," line 4)\"","","","","","43"
"Entity[563455] Report(G200000)","Entity[563455] Report(G200000[00000])","Entity[563455] Report(G200000[00100])","Entity[563455] Report(G200000[00200])","Entity[563455] Report(G200000[00300])"
"Line(00100)", ,"225898931", ,"225898931"
"Line(00200)", ,"7702392", ,"7702392"
"Line(00300)", ,"5044976", ,"5044976"
"Line(00700)", ,"10338464", ,"10338464"
"Line(01000)", ,"248984763", ,"248984763"
"Line(01100)", ,"61174847", ,"61174847"
"Line(01200)", ,"37031309", ,"37031309"
"Line(01500)", ,"13189987", ,"13189987"
"Line(01501)", ,"67928854", ,"67928854"
"Line(01600)", ,"179324997", ,"179324997"
"Line(01700)", ,"428309760", ,"428309760"
"Line(01800)", ,"1221765947","1351838662","2147483647"
"Line(01900)", , ,"303705952","303705952"
"Line(02800)", ,"1650075707","1655544614","2147483647"
"Line(02900)", , ,"1484938433"
"Line(03000)","BAD DEBTS","38319979"
"Line(03100)","CORP OVERHEAD - CO 120","11598186"
"Line(03200)","CORP OVERHEAD - CO 130","1658509"
"Line(03300)","BAPTIST EXPENSES - CO 830 AND OCF CO","-4004698"
"Line(03400)","NET UNREALIZED GAIN(LOSS) NET ASSETS","-1128023"
"Line(03500)","MISCELLANEOUS VARIANCE","421"
"Line(03600)", , ,"46444374"
"Line(03700)","FOUNDATION EXPENSES","27224768"
"Line(03800)","DGME EXPENSE PAID TO EDUCATION","19295273"
"Line(03900)","RESEARCH EXPENSES","11207289"
"Line(04000)","WESTBANK EXPENSES","1850854"
"Line(04100)","CLINIC EXPENSES","438402893"
"Line(04200)", , ,"497981077"
