"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report A6000K0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[563455] Report(A6000K0)","Entity[563455] Report(A6000K0[00000])","Entity[563455] Report(A6000K0[00100])", ,"Entity[563455] Report(A6000K0[00300])","Entity[563455] Report(A6000K0[00400])","Entity[563455] Report(A6000K0[00500])", ,"Entity[563455] Report(A6000K0[00700])","Entity[563455] Report(A6000K0[00800])","Entity[563455] Report(A6000K0[00900])"
"Line(00100)","RADIOLOGY","K", ,"58","32168","16726", ,"54","156315","92247"
"Line(00200)","RADIOLOGY","K", ,"57","35539","25361"
"Line(00300)","RADIOLOGY","K", ,"54","9582","16780"
"Line(00400)","RADIOLOGY","K", ,"54","6863","12019"
"Line(00500)","RADIOLOGY","K", ,"54","11262","3334"
"Line(00600)","RADIOLOGY","K", ,"90","817","242"
"Line(00700)","RADIOLOGY","K", ,"90","1444","427"
"Line(00800)","RADIOLOGY","K", ,"90","4360","1291"
"Line(00900)","RADIOLOGY","K", ,"90","2203","652"
"Line(01000)","RADIOLOGY","K", ,"90","889","263"
"Line(01100)","RADIOLOGY","K", ,"90","2122","628"
"Line(01200)","RADIOLOGY","K", ,"90","3849","1139"
"Line(01300)","RADIOLOGY","K", ,"90","4547","1346"
"Line(01400)","RADIOLOGY","K", ,"90","3334","987"
"Line(01500)","RADIOLOGY","K", ,"90","2252","667"
"Line(01600)","RADIOLOGY","K", ,"90","4587","1358"
"Line(01700)","RADIOLOGY","K", ,"90","681","202"
"Line(01800)","RADIOLOGY","K", ,"90","2176","644"
"Line(01900)","RADIOLOGY","K", ,"90","17225","5099"
"Line(02000)","RADIOLOGY","K", ,"90","2142","634"
"Line(02100)","RADIOLOGY","K", ,"90","485","143"
"Line(02200)","RADIOLOGY","K", ,"90","928","275"
"Line(02300)","RADIOLOGY","K", ,"90","2261","669"
"Line(02400)","RADIOLOGY","K", ,"90","686","203"
"Line(02500)","RADIOLOGY","K", ,"90","57","17"
"Line(02600)","RADIOLOGY","K", ,"90","66","19"
"Line(02700)","RADIOLOGY","K", ,"90","644","191"
"Line(02800)","RADIOLOGY","K", ,"90","173","51"
"Line(02900)","RADIOLOGY","K", ,"90","2973","880"
