"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A800000 ","-------------","-------------","-----------",""
"","DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst."
"","","","","THE AMOUNT IS TO BE ADJUSTED","","A-7"
"","","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref."
"","","1","2","3","4","5"
"Entity[572875] Report(A800000)","Entity[572875] Report(A800000[00000])","Entity[572875] Report(A800000[00100])","Entity[572875] Report(A800000[00200])","Entity[572875] Report(A800000[00300])","Entity[572875] Report(A800000[00400])","Entity[572875] Report(A800000[00500])"
"Line(01000)", , ,"-45341762"
"Line(01200)", , ,"43525804"
"Line(01400)", ,"B","-20610088","DIETARY","10"
"Line(03400)","RECOVERIES","B","-447472","EMPLOYEE BENEFITS DEPARTMENT","4"
"Line(03401)","RECOVERIES","B","-1553","PURCH  RCVING  STORING","5"
"Line(03402)","RECOVERIES","B","-30605","CASHIERING  A/R","5"
"Line(03403)","RECOVERIES","B","-2976612","OTHER ADMIN + GENERAL","5"
"Line(03404)","RECOVERIES","B","-4228611","MAINTENANCE & REPAIRS","6"
"Line(03405)","RECOVERIES","B","-6567288","PARKING","6"
"Line(03406)","RECOVERIES","B","-853868","SECURITY","6"
"Line(03409)","RECOVERIES","B","-233694","DANVERS ACC MAINT / PLANT OPERATION","6"
"Line(03410)","RECOVERIES","B","-189860","OPERATION OF PLANT","7"
"Line(03414)","RECOVERIES","B","-49616","LAUNDRY & LINEN SERVICE","8"
"Line(03416)","RECOVERIES","B","-6130","HOUSEKEEPING","9"
"Line(03418)","RECOVERIES","B","-3203","NURSING ADMINISTRATION","13"
"Line(03420)","RECOVERIES","B","-392845","MEDICAL ENGINEERING","14"
"Line(03421)","RECOVERIES","B","-281367","PHARMACY","15"
"Line(03422)","RECOVERIES","B","-411776","MEDICAL RECORDS & LIBRARY","16"
"Line(03423)","RECOVERIES","B","-390810","SOCIAL SERVICE","17"
"Line(03426)","RECOVERIES","B","-8882","OPERATING ROOM","50"
"Line(03427)","RECOVERIES","B","-5702","ANESTHESIOLOGY","53"
"Line(03428)","RECOVERIES","B","-328625","RADIOLOGY-DIAGNOSTIC","54"
"Line(03429)","RECOVERIES","B","-1328757","RADIOLOGY-THERAPEUTIC","55"
"Line(03430)","RECOVERIES","B","-287118","PROTON BEAM","55"
"Line(03431)","RECOVERIES","B","-1112640","LABORATORY","60"
"Line(03432)","RECOVERIES","B","-467","BLOOD STORING  PROCESSING & TRANS.","63"
"Line(03433)","RECOVERIES","B","-109650","PHYSICAL THERAPY","66"
"Line(03434)","RECOVERIES","B","-12690","ELECTROCARDIOLOGY","69"
"Line(03435)","RECOVERIES","B","-25","ELECTROENCEPHALOGRAPHY","70"
"Line(03436)","RECOVERIES","B","-14058","CT SCAN","57"
"Line(03437)","RECOVERIES","B","-3000","MRI","58"
"Line(03438)","RECOVERIES","B","-302500","OTH ANCILLARY SERVICE C","76"
"Line(03439)","RECOVERIES","B","-120900","CARDIOLOGY","69"
"Line(03440)","RECOVERIES","B","-1126915","CLINIC","90"
"Line(03441)","RECOVERIES","B","-29","KIDNEY ACQUISITION","105"
"Line(03442)","RECOVERIES","B","-6968","OTHER ORGAN ACQUISITION (SPECIFY)","112"
"Line(03443)","RECOVERIES","B","-4440113","I&R SERVICES-SALARY & FRINGES APPRV","21"
"Line(03500)","IHP NURSING SCHOOL ADJUSTMENT","A","1006987","NURSING SCHOOL","20"
"Line(03501)","IHP PHYSICAL THERAPY","A","29898","PARAMED ED - PT IHP","23"
"Line(03502)","IHP SPEECH THERAPY","A","464501","PARAMED ED - SPEECH","23"
"Line(03600)","PART B EXP ELIMINATION","A","-47619","EMPLOYEE BENEFITS DEPARTMENT","4"
"Line(03601)","PART B EXP ELIMINATION","A","-211572","OTHER ADMIN + GENERAL","5"
"Line(03602)","PART B EXP ELIMINATION","A","-605","DIETARY","10"
"Line(03603)","PART B EXP ELIMINATION","A","-750","SOCIAL SERVICE","17"
"Line(03605)","PART B EXP ELIMINATION","A","-15040","I&R SERVICES-SALARY & FRINGES APPRV","21"
"Line(03607)","PART B EXP ELIMINATION","A","-300","OPERATING ROOM","50"
"Line(03608)","PART B EXP ELIMINATION","A","-270","ANESTHESIOLOGY","53"
"Line(03609)","PART B EXP ELIMINATION","A","-21575","RADIOLOGY-DIAGNOSTIC","54"
"Line(03610)","PART B EXP ELIMINATION","A","-75","BLOOD STORING  PROCESSING & TRANS.","63"
"Line(03611)","PART B EXP ELIMINATION","A","-2565","OTH ANCILLARY SERVICE C","76"
"Line(03612)","PART B EXP ELIMINATION","A","-825","CLINIC","90"
"Line(03613)","PART B EXP ELIMINATION","A","-46465","KIDNEY ACQUISITION","105"
"Line(03700)","UCC TAX","A","24014909","OTHER ADMIN + GENERAL","5"
"Line(03800)","DANA FARBER JOINT VENTURE ADJUS","A","-267550","MED STAFF ADMIN","18"
"Line(03900)","PPMH SUPPORT ELIMINATION","A","-6250","OTHER FUNDS","191"
"Line(04000)","NPTC PROTON BEAM DEPRECIATION","A","-221627","NPTC","1","9"
"Line(04001)","NPTC PROTON BEAM DEPRECIATION","A","-570000","PROTON BEAM","55"
"Line(04050)","FELLOWS ELIMINATION","A","-29318","CLINIC","90"
"Line(04100)","OPERATING SUPPORT ELIMINATIONS","A","-5355289","CASHIERING  A/R","5"
"Line(04101)","OPERATING SUPPORT ELIMINATIONS","A","-19110579","OTHER ADMIN + GENERAL","5"
"Line(04102)","OPERATING SUPPORT ELIMINATIONS","A","-664160","NURSING ADMINISTRATION","13"
"Line(04103)","OPERATING SUPPORT ELIMINATIONS","A","-579226","MEDICAL RECORDS & LIBRARY","16"
"Line(04104)","OPERATING SUPPORT ELIMINATIONS","A","-21374425","I&R SERVICES-SALARY & FRINGES APPRV","21"
"Line(04106)","OPERATING SUPPORT ELIMINATIONS","A","-2711436","ADULTS & PEDIATRICS","30"
"Line(04107)","OPERATING SUPPORT ELIMINATIONS","A","-677954","OPERATING ROOM","50"
"Line(04108)","OPERATING SUPPORT ELIMINATIONS","A","-1020444","ANESTHESIOLOGY","53"
"Line(04109)","OPERATING SUPPORT ELIMINATIONS","A","-1933702","CARDIAC CATHETERIZATION","59"
"Line(04110)","OPERATING SUPPORT ELIMINATIONS","A","-2439402","LABORATORY","60"
"Line(04111)","OPERATING SUPPORT ELIMINATIONS","A","-1430721","CARDIOLOGY","69"
"Line(04112)","OPERATING SUPPORT ELIMINATIONS","A","-78486","ELECTROENCEPHALOGRAPHY","70"
"Line(04113)","OPERATING SUPPORT ELIMINATIONS","A","-10222329","CLINIC","90"
"Line(04114)","OPERATING SUPPORT ELIMINATIONS","A","-4194553","EMERGENCY","91"
"Line(04115)","OPERATING SUPPORT ELIMINATIONS","A","-2499192","OBSERVATION BEDS-DISTINCT","92"
"Line(04116)","OPERATING SUPPORT ELIMINATIONS","A","-200000","KIDNEY ACQUISITION","105"
"Line(04117)","OPERATING SUPPORT ELIMINATIONS","A","-425000","GIFT  FLOWER  COFFEE SHOP & CANTEEN","190"
"Line(04200)","ANESTHESIA BUY BACK","A","2627827","ANES","22"
"Line(04201)","ANESTHESIA BUY BACK","A","4654903","ANESTHESIOLOGY","53"
"Line(04208)","RADIOLOGY DIAGNOSTIC BUY BACK","A","3643523","RADIOLOGY-DIAGNOSTIC","54"
"Line(04209)","RADIOLOGY DIAGNOSTIC BUY BACK","A","2030933","RADIOLOGY DIAG","22"
"Line(04210)","EMERGENCY BUY BACK","A","3838651","EMERGENCY","91"
"Line(04211)","EMERGENCY BUY BACK","A","880235","M & S","22"
"Line(04212)","PATHOLOGY BUY BACK","A","4682820","LABORATORY","60"
"Line(04213)","PATHOLOGY BUY BACK","A","2453669","PATH","22"
"Line(04214)","RADIATION MEDICINE BUY BACK","A","2184729","RADIOLOGY-THERAPEUTIC","55"
"Line(04215)","RADIATION MEDICINE BUY BACK","A","823325","RAD MED","22"
"Line(04219)","TRANSPLANT CHARGES ELIMINATION","A","-26831","LUNG ACQUISITION","108"
"Line(04220)","TRANSPLANT CHARGES ELIMINATION","A","-150891","KIDNEY ACQUISITION","105"
"Line(04221)","TRANSPLANT CHARGES ELIMINATION","A","-159582","LIVER ACQUISITION","107"
