"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report I1H0000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[572875] Report(I1H0000)", ,"Entity[572875] Report(I1H0000[00100])", ,"Entity[572875] Report(I1H0000[00300])","Entity[572875] Report(I1H0000[00400])"
"Line(00100)", ,"644842", ,"8163","4"
"Line(00600)", ,"55647", ,"1248","1"
"Line(00700)", ,"4653"
"Line(00800)", ,"37945"
"Line(00900)", ,"743087"
"Line(01000)", ,"287829"
"Line(01400)", ,"327419"
"Line(01600)", ,"87650"
"Line(01700)", ,"1445985"
"Line(01800)", ,"13548"
"Line(02000)", ,"2972"
"Line(02100)", ,"380806"
"Line(02200)", ,"16367"
"Line(02300)", ,"1447"
"Line(02400)", ,"2893528"
"Line(02500)", ,"-66985"
"Line(02600)", ,"93796"
"Line(02700)", ,"4781464"
