"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000F0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000F0)","Entity[572875] Report(A6000F0[00000])","Entity[572875] Report(A6000F0[00100])", ,"Entity[572875] Report(A6000F0[00300])", ,"Entity[572875] Report(A6000F0[00500])", ,"Entity[572875] Report(A6000F0[00700])", ,"Entity[572875] Report(A6000F0[00900])"
"Line(00100)","GENERAL LIABILITY","F", ,"5", ,"145", ,"4", ,"198750"
"Line(00200)","GENERAL LIABILITY","F", ,"5", ,"745"
"Line(00300)","GENERAL LIABILITY","F", ,"5", ,"2759"
"Line(00400)","GENERAL LIABILITY","F", ,"5", ,"5025"
"Line(00500)","GENERAL LIABILITY","F", ,"5", ,"6721"
"Line(00600)","GENERAL LIABILITY","F", ,"6", ,"3846"
"Line(00700)","GENERAL LIABILITY","F", ,"6", ,"1848"
"Line(00800)","GENERAL LIABILITY","F", ,"6", ,"202"
"Line(00900)","GENERAL LIABILITY","F", ,"7", ,"117"
"Line(01000)","GENERAL LIABILITY","F", ,"8", ,"160"
"Line(01100)","GENERAL LIABILITY","F", ,"9", ,"3362"
"Line(01200)","GENERAL LIABILITY","F", ,"10", ,"3841"
"Line(01300)","GENERAL LIABILITY","F", ,"13", ,"3028"
"Line(01400)","GENERAL LIABILITY","F", ,"14", ,"1490"
"Line(01500)","GENERAL LIABILITY","F", ,"14", ,"223"
"Line(01600)","GENERAL LIABILITY","F", ,"14", ,"216"
"Line(01700)","GENERAL LIABILITY","F", ,"15", ,"4613"
"Line(01800)","GENERAL LIABILITY","F", ,"16", ,"1257"
"Line(01900)","GENERAL LIABILITY","F", ,"17", ,"1240"
"Line(02000)","GENERAL LIABILITY","F", ,"18", ,"1127"
"Line(02100)","GENERAL LIABILITY","F", ,"21", ,"17568"
"Line(02200)","GENERAL LIABILITY","F", ,"30", ,"32761"
"Line(02300)","GENERAL LIABILITY","F", ,"31", ,"2238"
"Line(02400)","GENERAL LIABILITY","F", ,"32", ,"1369"
"Line(02500)","GENERAL LIABILITY","F", ,"33", ,"119"
"Line(02600)","GENERAL LIABILITY","F", ,"34", ,"1620"
"Line(02700)","GENERAL LIABILITY","F", ,"35", ,"5017"
"Line(02800)","GENERAL LIABILITY","F", ,"35", ,"2464"
"Line(02900)","GENERAL LIABILITY","F", ,"40", ,"1095"
"Line(03000)","GENERAL LIABILITY","F", ,"43", ,"1021"
"Line(03100)","GENERAL LIABILITY","F", ,"50", ,"15194"
"Line(03200)","GENERAL LIABILITY","F", ,"51", ,"3604"
"Line(03300)","GENERAL LIABILITY","F", ,"52", ,"2057"
"Line(03400)","GENERAL LIABILITY","F", ,"53", ,"3044"
"Line(03500)","GENERAL LIABILITY","F", ,"54", ,"8375"
"Line(03600)","GENERAL LIABILITY","F", ,"55", ,"3651"
"Line(03700)","GENERAL LIABILITY","F", ,"55", ,"1290"
"Line(03800)","GENERAL LIABILITY","F", ,"57", ,"1047"
"Line(03900)","GENERAL LIABILITY","F", ,"58", ,"1241"
"Line(04000)","GENERAL LIABILITY","F", ,"59", ,"990"
"Line(04100)","GENERAL LIABILITY","F", ,"60", ,"6737"
"Line(04200)","GENERAL LIABILITY","F", ,"60", ,"129"
"Line(04300)","GENERAL LIABILITY","F", ,"63", ,"1329"
"Line(04400)","GENERAL LIABILITY","F", ,"65", ,"1658"
"Line(04500)","GENERAL LIABILITY","F", ,"66", ,"3419"
"Line(04600)","GENERAL LIABILITY","F", ,"70", ,"77"
"Line(04700)","GENERAL LIABILITY","F", ,"69", ,"1310"
"Line(04800)","GENERAL LIABILITY","F", ,"70", ,"879"
"Line(04900)","GENERAL LIABILITY","F", ,"71", ,"103"
"Line(05000)","GENERAL LIABILITY","F", ,"74", ,"799"
"Line(05100)","GENERAL LIABILITY","F", ,"76", ,"1266"
"Line(05200)","GENERAL LIABILITY","F", ,"77", ,"171"
"Line(05300)","GENERAL LIABILITY","F", ,"90", ,"22789"
"Line(05400)","GENERAL LIABILITY","F", ,"91", ,"5655"
"Line(05500)","GENERAL LIABILITY","F", ,"92", ,"333"
"Line(05600)","GENERAL LIABILITY","F", ,"94", ,"168"
"Line(05700)","GENERAL LIABILITY","F", ,"105", ,"921"
"Line(05800)","GENERAL LIABILITY","F", ,"106", ,"96"
"Line(05900)","GENERAL LIABILITY","F", ,"107", ,"230"
"Line(06000)","GENERAL LIABILITY","F", ,"108", ,"74"
"Line(06100)","GENERAL LIABILITY","F", ,"109", ,"20"
"Line(06200)","GENERAL LIABILITY","F", ,"110", ,"19"
"Line(06300)","GENERAL LIABILITY","F", ,"112", ,"186"
"Line(06400)","GENERAL LIABILITY","F", ,"190", ,"1148"
"Line(06500)","GENERAL LIABILITY","F", ,"191", ,"1046"
"Line(06600)","GENERAL LIABILITY","F", ,"191", ,"458"
