"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000H0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000H0)","Entity[572875] Report(A6000H0[00000])","Entity[572875] Report(A6000H0[00100])", ,"Entity[572875] Report(A6000H0[00300])", ,"Entity[572875] Report(A6000H0[00500])", ,"Entity[572875] Report(A6000H0[00700])", ,"Entity[572875] Report(A6000H0[00900])"
"Line(00100)","MD/PHD MALPRACTICE","H", ,"5", ,"13185", ,"4", ,"7634407"
"Line(00200)","MD/PHD MALPRACTICE","H", ,"5", ,"14890"
"Line(00300)","MD/PHD MALPRACTICE","H", ,"5", ,"328951"
"Line(00400)","MD/PHD MALPRACTICE","H", ,"5", ,"491552"
"Line(00500)","MD/PHD MALPRACTICE","H", ,"13", ,"498"
"Line(00600)","MD/PHD MALPRACTICE","H", ,"14", ,"5086"
"Line(00700)","MD/PHD MALPRACTICE","H", ,"16", ,"1615"
"Line(00800)","MD/PHD MALPRACTICE","H", ,"17", ,"4915"
"Line(00900)","MD/PHD MALPRACTICE","H", ,"18", ,"3261"
"Line(01000)","MD/PHD MALPRACTICE","H", ,"21", ,"2149446"
"Line(01100)","MD/PHD MALPRACTICE","H", ,"30", ,"71247"
"Line(01200)","MD/PHD MALPRACTICE","H", ,"35", ,"3770"
"Line(01300)","MD/PHD MALPRACTICE","H", ,"50", ,"108578"
"Line(01400)","MD/PHD MALPRACTICE","H", ,"52", ,"102615"
"Line(01500)","MD/PHD MALPRACTICE","H", ,"53", ,"136192"
"Line(01600)","MD/PHD MALPRACTICE","H", ,"54", ,"96617"
"Line(01700)","MD/PHD MALPRACTICE","H", ,"55", ,"186484"
"Line(01800)","MD/PHD MALPRACTICE","H", ,"55", ,"117171"
"Line(01900)","MD/PHD MALPRACTICE","H", ,"58", ,"33087"
"Line(02000)","MD/PHD MALPRACTICE","H", ,"59", ,"12560"
"Line(02100)","MD/PHD MALPRACTICE","H", ,"60", ,"246835"
"Line(02200)","MD/PHD MALPRACTICE","H", ,"63", ,"6485"
"Line(02300)","MD/PHD MALPRACTICE","H", ,"66", ,"1208"
"Line(02400)","MD/PHD MALPRACTICE","H", ,"70", ,"6956"
"Line(02500)","MD/PHD MALPRACTICE","H", ,"74", ,"25165"
"Line(02600)","MD/PHD MALPRACTICE","H", ,"76", ,"142678"
"Line(02700)","MD/PHD MALPRACTICE","H", ,"77", ,"2226"
"Line(02800)","MD/PHD MALPRACTICE","H", ,"90", ,"3031586"
"Line(02900)","MD/PHD MALPRACTICE","H", ,"91", ,"14128"
"Line(03000)","MD/PHD MALPRACTICE","H", ,"94", ,"3826"
"Line(03100)","MD/PHD MALPRACTICE","H", ,"105", ,"151776"
"Line(03200)","MD/PHD MALPRACTICE","H", ,"106", ,"5969"
"Line(03300)","MD/PHD MALPRACTICE","H", ,"112", ,"16027"
"Line(03400)","MD/PHD MALPRACTICE","H", ,"190", ,"30996"
"Line(03500)","MD/PHD MALPRACTICE","H", ,"191", ,"66449"
"Line(03600)","MD/PHD MALPRACTICE","H", ,"191", ,"377"
