"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report D00A185 ","-------------","-------------","-----------",""
"applicable","","\"   [ ] Title XVIII"," Part B  \"","","    [ ] IPF","          [ ] SNF","","  [ ] Swing Bed NF","",""
"boxes:","","   [ ] Title XIX - O/P     ","","    [ ] IRF","          [ ] NF","","  [ ] ICF/MR","",""
"PART V - APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES COSTS","","","","","","","","",""
"","","","","Program Charges","","","Program Cost","",""
"","","","Cost to","","Cost Reimbursed","Cost Reimbursed","","Cost","Cost"
"","","","Charge","","Services","Services Not","PPS","Services","Services Not"
"","","","Ratio from","PPS Reimbursed","Subject to","Subject to"," Services","Subject to","Subject to"
"","","","\"Worksheet C","\"","Services","Ded. & Coins.","Ded. & Coins.","(see","Ded. & Coins.","Ded. & Coins."
"","","","\"Part I"," col. 9\"","(see instructions)","(see instructions)","(see instructions)","instructions)","(see instructions)","(see instructions)"
"(A)"," Cost Center Description","","1","2","3","4","5","6","7"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","",""
"Entity[558727] Report(D00A185)", ,"Entity[558727] Report(D00A185[00100])","Entity[558727] Report(D00A185[00200])","Entity[558727] Report(D00A185[00300])","Entity[558727] Report(D00A185[00400])","Entity[558727] Report(D00A185[00500])","Entity[558727] Report(D00A185[00600])","Entity[558727] Report(D00A185[00700])"
"Line(05000)", ,"0","41080809", , ,"8835660"
"Line(05001)", ,"0","2695492", , ,"366393"
"Line(05100)", ,"0","7176626", , ,"1253584"
"Line(05200)", ,"0","128859", , ,"36103"
"Line(05300)", ,"0","2059870", , ,"315296"
"Line(05301)", ,"0","2863332", , ,"535735"
"Line(05400)", ,"0","79718478","179", ,"12208805","27"
"Line(05500)", ,"0","26285280", , ,"3258323"
"Line(05600)", ,"0","4311423", , ,"856960"
"Line(05900)", ,"0","8502308", , ,"1185740"
"Line(06000)", ,"0","13063777","285456", ,"1312583","28681"
"Line(06001)", ,"0","95646", , ,"33259"
"Line(06002)", ,"0","2292231", , ,"472775"
"Line(06300)", ,"0","1599088","21147", ,"324624","4293"
"Line(06500)", ,"0","585282", , ,"163086"
"Line(06600)", ,"0","176344", , ,"44587"
"Line(06700)", ,"0"
"Line(06800)", ,"1","893467", , ,"457075"
"Line(06900)", ,"0","6090657", , ,"494842"
"Line(07000)", ,"0","1668358", , ,"378185"
"Line(07100)", ,"0","16706126","4357", ,"5096204","1329"
"Line(07200)", ,"0","38177945", , ,"6749059"
"Line(07300)", ,"0","128425095","54023","584515","37745548","15878","171795"
"Line(07303)", ,"0"
"Line(07400)", ,"0","250377", , ,"84765"
"Line(07600)", ,"1"
"Line(07601)", ,"0","6385685", , ,"942176"
"Line(07602)", ,"0","674021", , ,"204975"
"Line(07603)", ,"0","28075367", , ,"3948828"
"Line(07604)", ,"1","1599174", , ,"1874622"
"Line(07608)", ,"0"
"Line(07697)", ,"1","335548", , ,"241193"
"Line(09001)", ,"0","291852", , ,"134444"
"Line(09002)", ,"1","29814948", , ,"20625802"
"Line(09003)", ,"0","1253786", , ,"326912"
"Line(09004)", ,"1","83633", , ,"61422"
"Line(09006)", ,"0","4867726", , ,"1144889"
"Line(09007)", ,"1","37977", , ,"25168"
"Line(09008)", ,"0"
"Line(09010)", ,"3","52218", , ,"167760"
"Line(09011)", ,"0","3727256", , ,"1327063"
"Line(09012)", ,"3","70538", , ,"215995"
"Line(09014)", ,"0","2068903", , ,"173835"
"Line(09017)", ,"2","349834", , ,"592732"
"Line(09018)", ,"1","643892", , ,"386431"
"Line(09019)", ,"0","1584889", , ,"458391"
"Line(09020)", ,"1","216648", , ,"311622"
"Line(09021)", ,"2","1560", , ,"3283"
"Line(09022)", ,"1","20151", , ,"14340"
"Line(09023)", ,"2","234760", , ,"451419"
"Line(09024)", ,"21851"
"Line(09100)", ,"0","26933562", , ,"3547015"
"Line(09200)", ,"1","3187167", , ,"1638427"
"Line(09400)", ,"0"
"Line(09500)", ,"0"
"Line(20000)", , ,"497357965","365162","584515","121027935","50208","171795"
