"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A700001 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[558727] Report(A700001)", ,"Entity[558727] Report(A700001[00100])","Entity[558727] Report(A700001[00200])", ,"Entity[558727] Report(A700001[00400])","Entity[558727] Report(A700001[00500])","Entity[558727] Report(A700001[00600])"
"Line(00100)", ,"140152000", , , ,"195000","139957000"
"Line(00200)", ,"38201000","1038000", ,"1038000", ,"39239000"
"Line(00300)", ,"1149122000","89323000", ,"89323000", ,"1238445000"
"Line(00400)", ,"606044000","13418000", ,"13418000", ,"619462000"
"Line(00500)", ,"43610000", , , ,"120000","43490000"
"Line(00600)", ,"1337230000","42817000", ,"42817000", ,"1380047000"
"Line(00700)", ,"148364394", , , , ,"148364394"
"Line(00800)", ,"2147483647","146596000", ,"146596000","315000","2147483647"
