"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report I1D000* ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Line(01100)", ,"7876","7876","7876","7876","7876","7876","7876","7876"
"Line(01700)", ,"28171","28171","28171","28171","28171","28171","28171","28171", ,"8732951"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report I3H0000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[558727] Report(I3H0000)", ,"Entity[558727] Report(I3H0000[00100])","Entity[558727] Report(I3H0000[00200])","Entity[558727] Report(I3H0000[00300])","Entity[558727] Report(I3H0000[00400])","Entity[558727] Report(I3H0000[00500])","Entity[558727] Report(I3H0000[00600])","Entity[558727] Report(I3H0000[00700])","Entity[558727] Report(I3H0000[00800])","Entity[558727] Report(I3H0000[00900])","Entity[558727] Report(I3H0000[01000])"
"Line(00100)", ,"545969","104896","571083","146278","247308","-491004","1239732", ,"2364262","717766"
"Line(00200)", ,"10190","10190","10190","10190","10190","10190","10190","10190"
"Line(00400)", ,"20","20","20","20","20","20","20","20"
"Line(00600)", ,"58","58","58","58","58","58","58","58"
"Line(00700)", ,"23","23","23","23","23","23","23","23"
"Line(00800)", ,"2415","2415","2415","2415","2415","2415","2415","2415"
"Line(01000)", ,"6679","6679","6679","6679","6679","6679","6679","6679"
"Line(01100)", ,"8326","8326","8326","8326","8326","8326","8326","8326"
"Line(01700)", ,"27711","27711","27711","27711","27711","27711","27711","27711", ,"2364262"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report I4D0010 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[558727] Report(I4D0010)", ,"Entity[558727] Report(I4D0010[00100])","Entity[558727] Report(I4D0010[00200])","Entity[558727] Report(I4D0010[00300])", ,"Entity[558727] Report(I4D0010[00500])", ,"Entity[558727] Report(I4D0010[00700])"
"Line(00100)", ,"16020","7485370","467", ,"8265653", ,"249"
"Line(00300)", ,"31","14483","467", ,"15884", ,"317"
"Line(00500)", ,"4","1869","467", ,"1402", ,"350"
"Line(00600)", ,"21","9812","467", ,"4205", ,"274"
"Line(00700)", ,"3797","1774154","467", ,"1959179", ,"255"
"Line(00900)", ,"60","197178","3286", ,"184033", ,"745"
"Line(01000)", ,"1125","3680072","3271", ,"1478573", ,"8867"
"Line(01100)", ,"19873","13162938", , ,"11908929"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report I4H0010 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[558727] Report(I4H0010)", ,"Entity[558727] Report(I4H0010[00100])","Entity[558727] Report(I4H0010[00200])","Entity[558727] Report(I4H0010[00300])", ,"Entity[558727] Report(I4H0010[00500])", ,"Entity[558727] Report(I4H0010[00700])"
"Line(00100)", ,"10190","1133337","111", ,"1209851", ,"249"
"Line(00300)", ,"20","2225","111", ,"2336", ,"319"
"Line(00500)", ,"58","6451","111", ,"4894", ,"293"
"Line(00600)", ,"23","2556","111", ,"1111", ,"282"
"Line(00700)", ,"2415","268598","111", ,"286725", ,"255"
"Line(00900)", ,"954","742839","779", ,"555963", ,"755"
"Line(01000)", ,"1189","926022","779", ,"423678", ,"739"
"Line(01100)", ,"12706","3082028", , ,"2484558"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report I500000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[558727] Report(I500000)", ,"Entity[558727] Report(I500000[00100])","Entity[558727] Report(I500000[00200])"
"Line(00100)", ,"14393487"
"Line(00202)", ,"10625798","9918487"
"Line(00203)", ,"10625798","9918487"
"Line(00204)", ,"110859"
"Line(00302)", ,"1425","1330"
"Line(00303)", ,"1425","1330"
"Line(00402)", ,"2124873","1983430"
"Line(00403)", ,"2124873","1983430"
"Line(00504)", ,"332539","303025"
"Line(00505)", ,"332539","303025"
"Line(00600)", ,"266662"
"Line(00700)", ,"226885"
"Line(00800)", , ,"1681735"
"Line(00900)", , ,"7933726"
"Line(01100)", ,"266662"
"Line(01200)", ,"17827206"
"Line(01300)", ,"16244966"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
