"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report D00B184 ","-------------","-------------","-----------",""
"","applicable","","\"   [ ] Title XVIII"," Part A\"","","","   [ ] IPF","           [ ] SNF","","","   [ ] TEFRA"
"","boxes:","","   [ ] Title XIX","","","   [ ] IRF","           [ ] NF","","",""
"","","","","","","","","","",""
"","","","","","","","","All","","Total"
"","","","","","Non","","","Other ","","Outpatient"
"","","","","","Physician","","","Medical","Total cost","Cost"
"","","","","","Anesthetist","Nursing","Allied","Education","(sum of col 1","\"(sum of col. 2","\""
"","","","","","Cost","School","Health","Cost","through col. 4)","3 and 4)"
"","Cost Center Description","","","","1","2","3","4","5","6"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","","",""
"Entity[558727] Report(D00B184)", , , ,"Entity[558727] Report(D00B184[00300])", ,"Entity[558727] Report(D00B184[00500])","Entity[558727] Report(D00B184[00600])","Entity[558727] Report(D00B184[00700])","Entity[558727] Report(D00B184[00800])","Entity[558727] Report(D00B184[00900])","Entity[558727] Report(D00B184[01000])","Entity[558727] Report(D00B184[01100])"
"Line(05000)", , , ,"421724", ,"421724","421724","677399161","0","0"
"Line(05001)", , , , , , , ,"25053228", , ,"4980"
"Line(05100)", , , ,"784", ,"784","784","73921111","0","0"
"Line(05200)", , , ,"10461", ,"10461","10461","58007181","0","0"
"Line(05300)", , , , , , , ,"43834227"
"Line(05301)", , , , , , , ,"30438390"
"Line(05400)", , , ,"1409059", ,"1409059","1409059","575806314","0","0","108652","266"
"Line(05500)", , , , , , , ,"93025278"
"Line(05600)", , , , , , , ,"30150311"
"Line(05900)", , , , , , , ,"40810251"
"Line(06000)", , , ,"731005", ,"731005","731005","658604578","0","0","401334","445"
"Line(06001)", , , , , , , ,"10991951"
"Line(06002)", , , , , , , ,"15806405"
"Line(06300)", , , , , , , ,"74599932", , ,"121"
"Line(06500)", , , ,"371919", ,"371919","371919","128729092","0","0","31246","90"
"Line(06600)", , , , , , , ,"79138764", , ,"52842"
"Line(06700)", , , , , , , ,"14850511", , ,"7372"
"Line(06800)", , , , , , , ,"15957682", , ,"2281"
"Line(06900)", , , , , , , ,"60550329", , ,"42082"
"Line(07000)", , , , , , , ,"37451982", , ,"36994"
"Line(07100)", , , , , , , ,"127620689", , ,"11878"
"Line(07200)", , , , , , , ,"388231072"
"Line(07300)", , , ,"2378824", ,"2378824","2378824","867065540","0","0","497224","1364"
"Line(07303)", , , , , , , ,"60922783"
"Line(07400)", , , ,"398", ,"398","398","38881481","0","0","12885"
"Line(07600)", , , , , , , ,"1707623"
"Line(07601)", , , , , , , ,"82907433"
"Line(07602)", , , , , , , ,"2168560", , ,"219681"
"Line(07603)", , , ,"35", ,"35","35","110317803"
"Line(07604)", , , ,"2636", ,"2636","2636","7419725","0","0"
"Line(07608)", , , , , , , ,"140942"
"Line(07697)", , , , , , , ,"1093026"
"Line(08900)", , , , , , , ,"3465643"
"Line(09001)", , , , , , , ,"9653063"
"Line(09002)", , , , , , , ,"77279340"
"Line(09003)", , , , , , , ,"3168131"
"Line(09004)", , , , , , , ,"2779231"
"Line(09006)", , , , , , , ,"19204896", , ,"7373"
"Line(09007)", , , , , , , ,"9950487"
"Line(09008)", , , , , , , ,"871228"
"Line(09010)", , , , , , , ,"89779"
"Line(09011)", , , , , , , ,"15539173"
"Line(09012)", , , , , , , ,"325835"
"Line(09014)", , , , , , , ,"4329127"
"Line(09017)", , , , , , , ,"1218341", , ,"46"
"Line(09018)", , , , , , , ,"2356762"
"Line(09019)", , , , , , , ,"4853912"
"Line(09020)", , , , , , , ,"456671"
"Line(09021)", , , , , , , ,"179869"
"Line(09022)", , , , , , , ,"2118736"
"Line(09023)", , , , , , , ,"682288"
"Line(09024)", , , , , , , ,"100"
"Line(09100)", , , ,"479678", ,"479678","479678","338578034","0","0","184477","261"
"Line(09200)", , , , , , , ,"37132228"
"Line(09400)", , , , , , , ,"13077463"
