"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report M21Q000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[558727] Report(M21Q000)", ,"Entity[558727] Report(M21Q000[00100])","Entity[558727] Report(M21Q000[00200])","Entity[558727] Report(M21Q000[00300])","Entity[558727] Report(M21Q000[00400])","Entity[558727] Report(M21Q000[00500])"
"Line(00100)", ,"5","18803","4200","22470"
"Line(00200)", , , ,"2100"
"Line(00300)", ,"1","3775","2100","1806"
"Line(00400)", ,"6","22578", ,"24276","24276"
"Line(00500)", ,"13"
"Line(00700)", ,"1"
"Line(00800)", ,"20","22578", , ,"24276"
"Line(01000)", ,"2634606"
"Line(01200)", ,"2634606"
"Line(01300)", ,"1"
"Line(01400)", ,"1814125"
"Line(01500)", ,"1160694"
"Line(01600)", ,"2974819"
"Line(01800)", ,"2974819"
"Line(01900)", ,"2974819"
