"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report D00A195 ","-------------","-------------","-----------",""
"applicable","","\"   [ ] Title XVIII"," Part B  \"","","    [ ] IPF","          [ ] SNF","","  [ ] Swing Bed NF","",""
"boxes:","","   [ ] Title XIX - O/P     ","","    [ ] IRF","          [ ] NF","","  [ ] ICF/MR","",""
"PART V - APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES COSTS","","","","","","","","",""
"","","","","Program Charges","","","Program Cost","",""
"","","","Cost to","","Cost Reimbursed","Cost Reimbursed","","Cost","Cost"
"","","","Charge","","Services","Services Not","PPS","Services","Services Not"
"","","","Ratio from","PPS Reimbursed","Subject to","Subject to"," Services","Subject to","Subject to"
"","","","\"Worksheet C","\"","Services","Ded. & Coins.","Ded. & Coins.","(see","Ded. & Coins.","Ded. & Coins."
"","","","\"Part I"," col. 9\"","(see instructions)","(see instructions)","(see instructions)","instructions)","(see instructions)","(see instructions)"
"(A)"," Cost Center Description","","1","2","3","4","5","6","7"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","",""
"Entity[558727] Report(D00A195)", , , ,"Entity[558727] Report(D00A195[00300])", , ,"Entity[558727] Report(D00A195[00600])"
"Line(05000)", , , ,"18026513"
"Line(05001)", , , ,"800169"
"Line(05100)", , , ,"3287754"
"Line(05200)", , , ,"555869"
"Line(05300)", , , ,"1172799"
"Line(05301)", , , ,"2831471"
"Line(05400)", , , ,"32434285"
"Line(05500)", , , ,"15333274"
"Line(05600)", , , ,"1317859"
"Line(05900)", , , ,"912446"
"Line(06000)", , , ,"23082292"
"Line(06001)", , , ,"335303"
"Line(06002)", , , ,"1563893"
"Line(06300)", , , ,"1625407"
"Line(06500)", , , ,"471318"
"Line(06600)", , , ,"3296624"
"Line(06700)", , , ,"743409"
"Line(06800)", , , ,"1327213"
"Line(06900)", , , ,"1945702"
"Line(07000)", , , ,"1848219"
"Line(07100)", , , ,"3994187"
"Line(07200)", , , ,"10692106"
"Line(07300)", , , ,"34736390"
"Line(07400)", , , ,"1819070"
"Line(07601)", , , ,"4560780"
"Line(07602)", , , ,"210943"
"Line(07603)", , , ,"5635434"
"Line(07604)", , , ,"562999"
"Line(07697)", , , ,"32260"
"Line(09001)", , , ,"563919"
"Line(09002)", , , ,"5870697"
"Line(09003)", , , ,"242870"
"Line(09004)", , , ,"99844"
"Line(09006)", , , ,"793562"
"Line(09007)", , , ,"1602595"
"Line(09008)", , , ,"71672"
"Line(09010)", , , ,"473"
"Line(09011)", , , ,"1325107"
"Line(09012)", , , ,"77516"
"Line(09014)", , , ,"68592"
"Line(09016)", , , ,"3866"
"Line(09017)", , , ,"84950"
"Line(09018)", , , ,"120418"
"Line(09019)", , , ,"160434"
"Line(09020)", , , ,"36147"
"Line(09021)", , , ,"50742"
"Line(09022)", , , ,"48664"
"Line(09023)", , , ,"94796"
"Line(09100)", , , ,"28263650"
"Line(09200)", , , ,"4686164"
"Line(09400)", , , ,"472662"
"Line(09500)", , , ,"7934913", , ,"3178068"
"Line(20000)", , , ,"227830241"
