"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report K410002 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[558727] Report(K410002)", ,"Entity[558727] Report(K410002[00100])", ,"Entity[558727] Report(K410002[00300])","Entity[558727] Report(K410002[00400])", ,"Entity[558727] Report(K410002[00600])"
"Line(00100)", ,"7062"
"Line(00300)", , , ,"7062"
"Line(00400)", , , , ,"100"
"Line(00600)", ,"7062", ,"7062","100", ,"2961865"
"Line(00900)", , , , , , ,"106601"
"Line(01000)", , , , , , ,"1870821"
"Line(01500)", , , , , , ,"342435"
"Line(01900)", , , , , , ,"280437"
"Line(02200)", , , , , , ,"5021"
"Line(02700)", , , , , , ,"48511"
"Line(02800)", , , , , , ,"4876"
"Line(02900)", , , , , , ,"5699"
"Line(03500)", , , , , , ,"297464"
"Line(03900)", ,"238364", ,"45597", , ,"2726447"
