"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report S100000 ","-------------","-------------","-----------",""
" Uncompensated and indigent care cost computation"
"Entity[558727] Report(S100000)", ,"Entity[558727] Report(S100000[00100])","Entity[558727] Report(S100000[00200])","Entity[558727] Report(S100000[00300])"
"Line(00100)", ,"0"
"Line(00200)", ,"347862281"
"Line(00300)", ,"Y"
"Line(00400)", ,"Y"
"Line(00600)", ,"1414045621"
"Line(00700)", ,"358481776"
"Line(00800)", ,"10619495"
"Line(01300)", ,"6030677"
"Line(01400)", ,"38903940"
"Line(01500)", ,"9862732"
"Line(01600)", ,"3832055"
"Line(01900)", ,"14451550"
"Line(02000)", ,"333635722","38894047","372529769"
"Line(02100)", ,"84581660","9860224","94441884"
"Line(02200)", ,"468016","247754","715770"
"Line(02300)", ,"84113644","9612470","93726114"
"Line(02400)", ,"N"
"Line(02600)", ,"103806880"
"Line(02700)", ,"7837883"
"Line(02800)", ,"95968997"
"Line(02900)", ,"24329580"
"Line(03000)", ,"118055694"
