"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report D00A195 ","-------------","-------------","-----------",""
"applicable","","\"   [ ] Title XVIII"," Part B  \"","","    [ ] IPF","          [ ] SNF","","  [ ] Swing Bed NF","",""
"boxes:","","   [ ] Title XIX - O/P     ","","    [ ] IRF","          [ ] NF","","  [ ] ICF/MR","",""
"PART V - APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES COSTS","","","","","","","","",""
"","","","","Program Charges","","","Program Cost","",""
"","","","Cost to","","Cost Reimbursed","Cost Reimbursed","","Cost","Cost"
"","","","Charge","","Services","Services Not","PPS","Services","Services Not"
"","","","Ratio from","PPS Reimbursed","Subject to","Subject to"," Services","Subject to","Subject to"
"","","","\"Worksheet C","\"","Services","Ded. & Coins.","Ded. & Coins.","(see","Ded. & Coins.","Ded. & Coins."
"","","","\"Part I"," col. 9\"","(see instructions)","(see instructions)","(see instructions)","instructions)","(see instructions)","(see instructions)"
"(A)"," Cost Center Description","","1","2","3","4","5","6","7"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","",""
"Entity[549652] Report(D00A195)", , , ,"Entity[549652] Report(D00A195[00300])", , ,"Entity[549652] Report(D00A195[00600])"
"Line(05000)", , , ,"1560678"
"Line(05300)", , , ,"935323"
"Line(05400)", , , ,"1868559"
"Line(05401)", , , ,"2738"
"Line(05500)", , , ,"2689"
"Line(05600)", , , ,"231467"
"Line(05900)", , , ,"3410"
"Line(06001)", , , ,"7119"
"Line(06002)", , , ,"592455"
"Line(06200)", , , ,"339836"
"Line(06500)", , , ,"12552"
"Line(06600)", , , ,"137899"
"Line(06900)", , , ,"712511"
"Line(07000)", , , ,"1985"
"Line(07100)", , , ,"202331"
"Line(07300)", , , ,"17645813"
"Line(09001)", , , ,"251732"
"Line(09002)", , , ,"703297"
"Line(09003)", , , ,"1315"
"Line(09004)", , , ,"2743"
"Line(09005)", , , ,"860554"
"Line(09006)", , , ,"623844"
"Line(09007)", , , ,"520603"
"Line(09008)", , , ,"127468"
"Line(09009)", , , ,"246568"
"Line(09010)", , , ,"177495"
"Line(09011)", , , ,"358323"
"Line(09012)", , , ,"160201"
"Line(09013)", , , ,"436070"
"Line(09014)", , , ,"258259"
"Line(09015)", , , ,"332226"
"Line(09016)", , , ,"362424"
"Line(09017)", , , ,"225376"
"Line(09018)", , , ,"317811"
"Line(09019)", , , ,"285077"
"Line(09020)", , , ,"556528"
"Line(09021)", , , ,"599342"
"Line(09022)", , , ,"406524"
"Line(09023)", , , ,"1346"
"Line(09024)", , , ,"140225"
"Line(09025)", , , ,"461071"
"Line(09026)", , , ,"267536"
"Line(09027)", , , ,"270303"
"Line(09028)", , , ,"242958"
"Line(09029)", , , ,"267441"
"Line(09030)", , , ,"396836"
"Line(20000)", , , ,"34118861"
