"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 565497"," Report S100000 ","-------------","-------------","-----------",""
" Uncompensated and indigent care cost computation"
"Entity[565497] Report(S100000)", ,"Entity[565497] Report(S100000[00100])","Entity[565497] Report(S100000[00200])","Entity[565497] Report(S100000[00300])"
"Line(00100)", ,"0"
"Line(00200)", ,"75625241"
"Line(00300)", ,"Y"
"Line(00400)", ,"Y"
"Line(00600)", ,"317450130"
"Line(00700)", ,"98967935"
"Line(00800)", ,"23342694"
"Line(00900)", ,"11279323"
"Line(01000)", ,"61974425"
"Line(01100)", ,"19321085"
"Line(01200)", ,"8041762"
"Line(01300)", ,"75844"
"Line(01400)", ,"5032698"
"Line(01500)", ,"1568989"
"Line(01600)", ,"1493145"
"Line(01900)", ,"32877601"
"Line(02000)", ,"57904811","1802976","59707787"
"Line(02100)", ,"18052346","562094","18614440"
"Line(02200)", ,"1813040","1265495","3078535"
"Line(02300)", ,"16239306","-703401","15535905"
"Line(02400)", ,"N"
"Line(02600)", ,"58222762"
"Line(02700)", ,"3394940"
"Line(02800)", ,"54827822"
"Line(02900)", ,"17093067"
"Line(03000)", ,"32628972"
