"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 565497"," Report B000001 ","-------------","-------------","-----------",""
"","","","FOR COST","RELATED COSTS","","","","","","","","","","","","","","","","","","","","","","","","NON-","","INTERNS &","INTERNS &","","","RESIDENT ",""
"","","","ALLOCATION"," "," ","","","ADMINIS-","MAIN-","","","","","LAUNDRY","","","","MAIN-","NURSING","CENTRAL","","MEDICAL","","","","","OTHER","PHYSICIAN","","RESIDENTS","RESIDENTS","PARAMEDICAL","","COST & POST",""
"","","COST CENTER DESCRIPTIONS","(from Wkst.","BLDGS. &","MOVABLE","EMPLOYEE","SUBTOTAL","TRATIVE &","TENANCE &","OPERATION","","","COST CENTER DESCRIPTIONS","& LINEN","HOUSE-"," ","","TENANCE OF","ADMINIS-","SERVICES &","","RECORDS &","SOCIAL","","","COST CENTER DESCRIPTIONS","GENERAL","ANES-","NURSING","SALARY AND","PROGRAM","EDUCATION","","STEPDOWN",""
"","","","A col. 7)","FIXTURES","EQUIPMENT","BENEFITS","(cols. 0-4)","GENERAL","REPAIRS","OF PLANT","","","","SERVICE","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","SERVICE","","","","SERVICE","THETISTS","SCHOOL","FRINGES","COSTS","(SPECIFY)","SUBTOTAL"," ADJUSTMENTS","TOTAL"
"","","","0","1","2","4","4A","5","6","7","","","","8","9","10","11","12","13","14","15","16","17","","","","18","19","20","21","22","23","24","25","26"
"Entity[565497] Report(B000001)","Entity[565497] Report(B000001[00000])","Entity[565497] Report(B000001[00100])","Entity[565497] Report(B000001[00200])", ,"Entity[565497] Report(B000001[00400])", , ,"Entity[565497] Report(B000001[00700])","Entity[565497] Report(B000001[00800])","Entity[565497] Report(B000001[00900])","Entity[565497] Report(B000001[01000])","Entity[565497] Report(B000001[01100])", ,"Entity[565497] Report(B000001[01300])","Entity[565497] Report(B000001[01400])","Entity[565497] Report(B000001[01500])","Entity[565497] Report(B000001[01600])","Entity[565497] Report(B000001[01700])", ,"Entity[565497] Report(B000001[01900])", ,"Entity[565497] Report(B000001[02100])", , ,"Entity[565497] Report(B000001[02400])","Entity[565497] Report(B000001[02500])","Entity[565497] Report(B000001[02600])"
"Line(05100)","3441853","416154","39615", ,"486249", , ,"981415","69772","15980", ,"6858", ,"96655","17014","5","272930", , , , , , , ,"7908739", ,"7908739"
"Line(05200)","2850936","103628","322758", ,"451949", , ,"244386","68042","3848", ,"6245", ,"81687","36443","269","96324", , , , , , , ,"5629452", ,"5629452"
"Line(05300)","2493424","30706","473356", ,"96638", , ,"72415","18722","1172", ,"2380", ,"16043","1904","124","692429", , , , , , , ,"6058943", ,"6058943"
"Line(05400)","9751069","734500","1362578", ,"1213536", , ,"1732170","55397","28953", ,"20418", ,"64370","11847","2094","404401", , , , , , , ,"20432047", ,"20432047"
"Line(05401)","1159648","46024","101854", ,"206641", , ,"108538","31389","1642", ,"2399", , ,"579","205","62582", , , , , , , ,"2434252", ,"2434252"
"Line(05600)","4178695","167796","559934", ,"295826", , ,"395712","21600","5789", ,"3011", , ,"1106", ,"42057", , , , , , , ,"7437725", ,"7437725"
"Line(05700)","3991395","82730","483354", ,"506617", , ,"195102","49733","2869", ,"5585", , ,"658","198","515538", , , , , , , ,"9119846", ,"9119846"
"Line(05800)","2360381","179305","1199283", ,"337022", , ,"422854","43686","6552", ,"3395", , ,"583","68","203335", , , , , , , ,"6886818", ,"6886818"
"Line(05900)","10968003","440573","1263558", ,"867966", , ,"1039003","67759","17749", ,"8752", ,"77228","19472","4103","345841", , , , , , , ,"19446193", ,"19446193"
"Line(06000)","19236870","396058","250539", ,"1285692", , ,"934023", ,"16569", ,"22216", , ,"22291","2439","1658762","69445", , , , , , ,"34221139", ,"34221139"
"Line(06001)","2615198","294298","112027", ,"257697", , ,"694043", ,"13425", ,"4876", , ,"4830","3200","104833", , , , , , , ,"5537912", ,"5537912"
"Line(06003)","111", , , , , , , , , , , , , , , , , , , , , , , ,"135", ,"135"
"Line(06300)","7752861","82227","86978", ,"241423", , ,"193916","4086","5345", ,"3553", ,"16520","3698","300","330766", , , , , , , ,"11119105", ,"11119105"
"Line(06500)","7478367","166610","260235", ,"1142205", , ,"392916","10202","4635", ,"17654", , ,"1886","191322","525389", , , , , , , ,"13036523", ,"13036523"
"Line(06600)","3883446","72024","1893", ,"665503", , ,"169853","21261","7627", ,"8619", , ,"1480","246","97078", , , , , , , ,"6645927", ,"6645927"
"Line(06700)","1241832","13449", , ,"204173", , ,"31717", ,"5246", ,"2400", , ,"44","371","66975", , , , , , , ,"2098172", ,"2098172"
"Line(06800)","411500","406525", , ,"65944", , ,"958708", ,"1078", ,"751", , ,"2516", ,"23457","43100", , , , , , ,"2432643", ,"2432643"
"Line(06900)","12059214", ,"1727205", ,"578680", , , ,"21682","15211", ,"7175", ,"63256","19879","1354","551165","217595", , , , , , ,"20128830", ,"20128830"
"Line(07000)","1586798","101521","117494", ,"238316", , ,"239416","6294","8600", ,"4065", ,"40","217","5677","46568", , , , , , , ,"3003100", ,"3003100"
"Line(07100)","1097487", , , , , , , , , , , , , ,"2442208", ,"16845", , , , , , , ,"3804693", ,"3804693"
"Line(07300)","28472847", , , , , , , , , , , , , , ,"5783422","1313581", , , , , , , ,"43623486", ,"43623486"
"Line(07400)","5164893","140514","36272", ,"523606", , ,"331375","41913","722", ,"8861", ,"72730","137222","428264","58020","181109", , , , , , ,"9000853","-1982480","7018373"
"Line(07500)", , , , , , , , , , , , , , , , , , , , , , , , ,"148", ,"148"
"Line(07600)","555691","40012","131747", ,"61416", , ,"94360","2204", , ,"895", ,"3822","263","41","14241", , , , , , , ,"1181752", ,"1181752"
"Line(07601)","901114","43844","1830", ,"160548", , ,"103398", ,"3389", ,"1614", ,"119","1389","2164", , , , , , , , ,"1507634", ,"1507634"
"Line(07604)","796847","15713","55605", ,"140350", , ,"37055","11128","1332", ,"1838", ,"4060","240", ,"52619", , , , , , , ,"1579839", ,"1579839"
"Line(07607)","5338175","109233","1146319", ,"517984", , ,"257604","34758","4057", ,"7930", ,"70740","31663","1337","71247","5181", , , , , , ,"9746641", ,"9746641"
"Line(07609)","1891381", , , , , , , , , , , , , , , ,"20049", , , , , , , ,"2327357", ,"2327357"
"Line(07610)","650229", , , ,"71922", , , , , , ,"1548", , , , ,"2", , , , , , , ,"871030", ,"871030"
"Line(07611)","591015", , , ,"105530", , , , , , ,"1574", , , , , , , , , , , , ,"836037", ,"836037"
"Line(09000)","274357","43844","703", ,"40692", , ,"103398","1426","3491","252997","684", ,"6847", ,"1407","26","1543", , , , , , ,"879829", ,"879829"
"Line(09001)","197690", , , ,"35592", , , , , , ,"429", , ,"593", ,"5548","220", , , , , , ,"466520", ,"466520"
"Line(09002)","21736505","628800","76776", ,"1073712", , ,"1482897","73827","13719","41776","18181", ,"97013","136088","4838029","6788","3197", , , , , , ,"36706151", ,"36706151"
"Line(09003)","360020","119101", , ,"58441", , ,"280876", ,"1042", ,"1422", ,"3981","40","272", , , , , , , , ,"1117398", ,"1117398"
"Line(09007)","28455887","1624413","2376384", ,"3847629", , ,"3830849","96987","71683", ,"63392", ,"332639","22662","878351","35251","1540583", , , , , , ,"56092441", ,"56092441"
"Line(09008)","6340157","1162","250655", ,"1064831", , ,"2740","37188","37", ,"13601", ,"53503","8271","28029","790", , , , , , , ,"9951289", ,"9951289"
"Line(09009)","1837106", ,"69046", ,"179132", , , ,"982", , ,"3518", ,"13973","1915","38761","39", , , , , , , ,"2724212", ,"2724212"
"Line(09010)","2894011", ,"74684", ,"385327", , , ,"9776", , ,"6204", ,"35031","4573","29173","56", , , , , , , ,"4366571", ,"4366571"
"Line(09012)","2854787", ,"92049", ,"570505", , , ,"8246", , ,"5447", ,"26831","3537","138643","67", , , , , , , ,"4791752", ,"4791752"
"Line(09014)","2286979", ,"45256", ,"271134", , , ,"1930", , ,"3236", ,"11425","1069","16015","642", , , , , , , ,"3335142", ,"3335142"
"Line(09015)","2307699", ,"34425", ,"239098", , , ,"10985", , ,"4278", ,"24323","3354","82387","92", , , , , , , ,"3579674", ,"3579674"
"Line(09016)","3335132", ,"32610", ,"643096", , , ,"16975", , ,"7597", ,"28821","5195","81981","109", , , , , , , ,"5378627", ,"5378627"
"Line(09018)","1224234", ,"53045", ,"114604", , , ,"2530", , ,"2555", ,"16162","1915","53205","45", , , , , , , ,"1913892", ,"1913892"
"Line(09020)","3046834", ,"50853", ,"579163", , , ,"7116", , ,"6050", ,"19188","4249","135840","35", , , , , , , ,"4934185", ,"4934185"
"Line(09021)","1133989","38455","7252", ,"145110", , ,"90688","25216", , ,"3140", ,"10271","1976","19867","26", , , , , , , ,"1962637", ,"1962637"
"Line(09022)","5407533", ,"120513", ,"682830", , , ,"21660", , ,"8514", ,"45382","8930","616968","310", , , , , , , ,"8663034", ,"8663034"
"Line(09023)","1477645", ,"12800", ,"508013", , , , , , ,"3733", ,"8758","1727","35634","30", , , , , , , ,"2567649", ,"2567649"
"Line(09024)","1071771", ,"60860", ,"139405", , , ,"4582", , ,"1967", ,"9554","1347","2422","297", , , , , , , ,"1630303", ,"1630303"
"Line(09025)","944874", ,"44765", ,"320180", , , ,"948", , ,"3361", ,"4140","400","1512","4", , , , , , , ,"1614129", ,"1614129"
"Line(09026)","5234", ,"1080", , , , , , , , ,"285", , , , , , , , , , , , ,"15649", ,"15649"
"Line(09027)","224", , , , , , , , , , , , , , , , , , , , , , , ,"268", ,"268"
"Line(09028)","5559747", ,"24630", ,"114906", , , , , , ,"1835", , , , ,"200", , , , , , , ,"7120391", ,"7120391"
"Line(09029)","12357897","1197600","698038", ,"1554728", , ,"2824298", , , ,"21664", , , ,"607","1662","136135", , , , , , ,"23905401", ,"23905401"
"Line(09030)","2233910", ,"1569", ,"423725", , , , , , ,"1403", , , , ,"226", , , , , , , ,"3326761", ,"3326761"
"Line(09031)","5692", , , , , , , , , , ,"12", , , , , , , , , , , , ,"8804", ,"8804"
"Line(09032)","4740", , , , , , , , , , ,"783", , , , ,"2", , , , , , , ,"7775", ,"7775"
"Line(09100)","13787424","297771","134508", ,"3043972", , ,"702233","272153", , ,"25087", ,"217235","151863", ,"469185", , , , , , , ,"26170622", ,"26170622"
"Line(09201)","340161","19150", , ,"56436", , ,"45161","11950","711", ,"745", ,"13973","545","383","57", , , , , , , ,"885785", ,"885785"
"Line(09500)","374162","8731", , , , , ,"20589", , , , , , , ,"29", , , , , , , , ,"486571", ,"486571"
"Line(09700)","371105", , , ,"64537", , , , ,"95", ,"826", , , , ,"3720", , , , , , , ,"560209", ,"560209"
"Line(10100)","4674784","68611", , ,"715316", , ,"161804", ,"611", ,"9984", ,"100397","1211","1220", , , , , , , , ,"7002676", ,"7002676"
"Line(10500)","3056909","8419", , ,"103855", , ,"19855", ,"73", ,"883", ,"478","19", ,"111022","86311", , , , , , ,"4229996", ,"4229996"
"Line(10600)","1103946","31820","1533", ,"97282", , ,"75042", ,"383", ,"526", ,"916","13", ,"19531", , , , , , , ,"1639666", ,"1639666"
"Line(10700)","2258527","3796", , ,"106449", , ,"8953", ,"89", ,"856", , , , ,"59501", , , , , , , ,"3023081", ,"3023081"
"Line(10800)","2525874","28611", , ,"91301", , ,"67472", ,"312", ,"471", ,"1154","29", ,"65386","47730", , , , , , ,"3489683", ,"3489683"
"Line(10900)","657557", , , ,"114256", , , , , , ,"3031", , , , , , , , , , , , ,"927666", ,"927666"
"Line(11000)","394799", , , ,"74674", , , , ,"23", ,"979", , , , , , , , , , , , ,"563433", ,"563433"
"Line(11100)", , , , , , , , , ,"37", , , , , , , , , , , , , , ,"37", ,"37"
"Line(11200)","2138818","1916","3093", ,"179796", , ,"4519", , , ,"2560", ,"80","1", ,"15620", , , , , , , ,"2846962", ,"2846962"
"Line(11600)","878267","5329", , ,"103004", , ,"12568", , , ,"1709", ,"15923","900","17096", , , , , , , , ,"1276077", ,"1276077"
"Line(11800)","900974516","19057976","23097908", ,"72948922", , ,"37988610","3880472","650457","8931270","787396", ,"4836047","4154822","13668839","13442361","4552746", ,"693640", ,"60663721", , ,"836231340","-62646201","773585139"
"Line(19000)","207261", , , ,"10354", , , , , , ,"294", , , , , , , , , , , , ,"265120", ,"265120"
"Line(19001)","902378", , , ,"168366", , , , , , ,"1649", , , , , , , , , , , , ,"1284473", ,"1284473"
"Line(19002)","2801512", , , ,"155760", , , , , , ,"2158", ,"4737","1025","502145", , , , , , , , ,"4080971", ,"4080971"
"Line(19003)","2973301", ,"6460", ,"47414", , , , , , ,"672", , , ,"703249", , , , , , , , ,"4453368", ,"4453368"
"Line(19004)","1484235", , , ,"967133", , , , , , ,"5150", , ,"249", , , , , , , , , ,"2942323", ,"2942323"
"Line(19005)","61590", , , ,"8170", , , , , , ,"78", , , , , , , , , , , , ,"83650", ,"83650"
"Line(19200)","210506", , , ,"16753", , , , , , , , ,"2866","115","162", , , , , , , , ,"276011", ,"276011"
"Line(19201)","137850436", ,"607592", ,"26622588", , , , , , ,"81681", , ,"17", , , , , , , , , ,"197848479", ,"197848479"
