"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report K420002 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[562588] Report(K420002)", , , , , , ,"Entity[562588] Report(K420002[00600])"
"Line(00600)", , , , , , ,"2562184"
"Line(01000)", , , , , , ,"1608483"
"Line(01500)", , , , , , ,"223725"
"Line(01600)", , , , , , ,"147291"
"Line(01900)", , , , , , ,"393521"
"Line(02000)", , , , , , ,"50246"
"Line(02100)", , , , , , ,"138918"
"Line(03900)", , , , , , ,"220559"
