"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report G200000 ","-------------","-------------","-----------",""
"","","","","","",""
"","","","INPATIENT","OUTPATIENT"," TOTAL",""
"","REVENUE CENTER","","1","2","3",""
"","GENERAL INPATIENT ROUTINE CARE SERVICES","","","","",""
"1"," Hospital","","","","","1"
"2"," Subprovider IPF","","","","","2"
"3"," Subprovider IRF","","","","","3"
"4"," Subprovider  (Other)","","","","","4"
"5"," Swing bed - SNF","","","","","5"
"6"," Swing bed - NF","","","","","6"
"7"," Skilled nursing facility","","","","","7"
"8"," Nursing facility","","","","","8"
"9"," Other long term care","","","","","9"
"10"," Total general inpatient care services (sum of lines 1-9)","","","","","10"
"","INTENSIVE CARE TYPE INPATIENT HOSPITAL SERVICES","","","","",""
"11"," Intensive care unit","","","","","11"
"12"," Coronary care unit","","","","","12"
"13"," Burn intensive care unit","","","","","13"
"14"," Surgical intensive care unit","","","","","14"
"15"," Other special care (specify)","","","","","15"
"16"," Total intensive care type inpatient hospital services (sum of","","","","","16"
""," of lines 11-15)","","","","",""
"17"," Total inpatient routine care services (sum of lines 10 and 16)","","","","","17"
"18"," Ancillary services","","","","","18"
"19"," Outpatient services","","","","","19"
"20"," Rural Health Clinic (RHC)","","","","","20"
"21"," Federally Qualified Health Center (FQHC)","","","","","21"
"22"," Home health agency","","","","","22"
"23"," Ambulance","","","","","23"
"24"," Outpatient rehabilitation providers","","","","","24"
"25"," ASC","","","","","25"
"26"," Hospice","","","","","26"
"27"," Other (specify)","","","","","27"
"28"," Total patient revenues (sum of lines 17-27) (transfer column 3 to","","","","","28"
"","\" Worksheet G-3"," line 1)\"","","","","",""
"","","","","","",""
"","PART II - OPERATING EXPENSES","","","","",""
"","","","","1","2",""
"29","\" Operating expenses (per Wkst. A"," column 3"," line 200)\"","","","","","29"
"30"," Add (specify)","","","","","30"
"31","","","","","","31"
"32","","","","","","32"
"33","","","","","","33"
"34","","","","","","34"
"35","","","","","","35"
"36"," Total additions (sum of lines 30-35)","","","","","36"
"37"," Deduct (specify)","","","","","37"
"38","","","","","","38"
"39","","","","","","39"
"40","","","","","","40"
"41","","","","","","41"
"42"," Total deductions (sum of lines 37-41)","","","","","42"
"43","\" Total operating expenses (sum of lines 29 and 36 minus line 42) (transfer to Worksheet G-3"," line 4)\"","","","","","43"
"Entity[562588] Report(G200000)","Entity[562588] Report(G200000[00000])","Entity[562588] Report(G200000[00100])","Entity[562588] Report(G200000[00200])","Entity[562588] Report(G200000[00300])"
"Line(00100)", ,"183719966", ,"183719966"
"Line(00200)", ,"9281378", ,"9281378"
"Line(00700)", ,"8976149", ,"8976149"
"Line(01000)", ,"201977493", ,"201977493"
"Line(01100)", ,"64249505", ,"64249505"
"Line(01101)", ,"50702393", ,"50702393"
"Line(01102)", ,"13008533", ,"13008533"
"Line(01600)", ,"127960431", ,"127960431"
"Line(01700)", ,"329937924", ,"329937924"
"Line(01800)", ,"898594285","1275799290","2147483647"
"Line(01900)", ,"93981002","530076108","624057110"
"Line(02200)", , ,"7912024","7912024"
"Line(02201)", , ,"3555140","3555140"
"Line(02600)", ,"1033732","451838","1485570"
"Line(02601)", ,"950621","7030901","7981522"
"Line(02700)","TRASNPLANT RELATED","7139783","2718655","9858438"
"Line(02701)","PHYSICIAN REVENUE", ,"891723822","891723822"
"Line(02702)","OTHER REVENUE","2437075","22222215","24659290"
"Line(02800)", ,"1334074422","2147483647","2147483647"
"Line(02900)", , ,"1129956235"
"Line(03000)","NON HOSPITAL BASED CLINICS","67701397"
"Line(03600)", , ,"67701397"
