"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report S100000 ","-------------","-------------","-----------",""
" Uncompensated and indigent care cost computation"
"Entity[562588] Report(S100000)", ,"Entity[562588] Report(S100000[00100])","Entity[562588] Report(S100000[00200])","Entity[562588] Report(S100000[00300])"
"Line(00100)", ,"0"
"Line(00200)", ,"55944770"
"Line(00300)", ,"Y"
"Line(00400)", ,"N"
"Line(00500)", ,"7103653"
"Line(00600)", ,"212790138"
"Line(00700)", ,"60078104"
"Line(00900)", ,"471149"
"Line(01000)", ,"5180890"
"Line(01100)", ,"1462747"
"Line(01200)", ,"991598"
"Line(01300)", ,"336682"
"Line(01400)", ,"33102650"
"Line(01500)", ,"9346037"
"Line(01600)", ,"9009355"
"Line(01900)", ,"10000953"
"Line(02000)", ,"25554605","57295230","82849835"
"Line(02100)", ,"7214959","16176449","23391408"
"Line(02200)", ,"54408","170209","224617"
"Line(02300)", ,"7160551","16006240","23166791"
"Line(02600)", ,"51873624"
"Line(02700)", ,"2441131"
"Line(02800)", ,"49432493"
"Line(02900)", ,"13956523"
"Line(03000)", ,"37123314"
