"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report G200000 ","-------------","-------------","-----------",""
"","","","","","",""
"","","","INPATIENT","OUTPATIENT"," TOTAL",""
"","REVENUE CENTER","","1","2","3",""
"","GENERAL INPATIENT ROUTINE CARE SERVICES","","","","",""
"1"," Hospital","","","","","1"
"2"," Subprovider IPF","","","","","2"
"3"," Subprovider IRF","","","","","3"
"4"," Subprovider  (Other)","","","","","4"
"5"," Swing bed - SNF","","","","","5"
"6"," Swing bed - NF","","","","","6"
"7"," Skilled nursing facility","","","","","7"
"8"," Nursing facility","","","","","8"
"9"," Other long term care","","","","","9"
"10"," Total general inpatient care services (sum of lines 1-9)","","","","","10"
"","INTENSIVE CARE TYPE INPATIENT HOSPITAL SERVICES","","","","",""
"11"," Intensive care unit","","","","","11"
"12"," Coronary care unit","","","","","12"
"13"," Burn intensive care unit","","","","","13"
"14"," Surgical intensive care unit","","","","","14"
"15"," Other special care (specify)","","","","","15"
"16"," Total intensive care type inpatient hospital services (sum of","","","","","16"
""," of lines 11-15)","","","","",""
"17"," Total inpatient routine care services (sum of lines 10 and 16)","","","","","17"
"18"," Ancillary services","","","","","18"
"19"," Outpatient services","","","","","19"
"20"," Rural Health Clinic (RHC)","","","","","20"
"21"," Federally Qualified Health Center (FQHC)","","","","","21"
"22"," Home health agency","","","","","22"
"23"," Ambulance","","","","","23"
"24"," Outpatient rehabilitation providers","","","","","24"
"25"," ASC","","","","","25"
"26"," Hospice","","","","","26"
"27"," Other (specify)","","","","","27"
"28"," Total patient revenues (sum of lines 17-27) (transfer column 3 to","","","","","28"
"","\" Worksheet G-3"," line 1)\"","","","","",""
"","","","","","",""
"","PART II - OPERATING EXPENSES","","","","",""
"","","","","1","2",""
"29","\" Operating expenses (per Wkst. A"," column 3"," line 200)\"","","","","","29"
"30"," Add (specify)","","","","","30"
"31","","","","","","31"
"32","","","","","","32"
"33","","","","","","33"
"34","","","","","","34"
"35","","","","","","35"
"36"," Total additions (sum of lines 30-35)","","","","","36"
"37"," Deduct (specify)","","","","","37"
"38","","","","","","38"
"39","","","","","","39"
"40","","","","","","40"
"41","","","","","","41"
"42"," Total deductions (sum of lines 37-41)","","","","","42"
"43","\" Total operating expenses (sum of lines 29 and 36 minus line 42) (transfer to Worksheet G-3"," line 4)\"","","","","","43"
"Entity[572966] Report(G200000)","Entity[572966] Report(G200000[00000])","Entity[572966] Report(G200000[00100])","Entity[572966] Report(G200000[00200])","Entity[572966] Report(G200000[00300])"
"Line(00100)", ,"336317322", ,"336317322"
"Line(01000)", ,"336317322", ,"336317322"
"Line(01101)", ,"110183800", ,"110183800"
"Line(01102)", ,"197801291", ,"197801291"
"Line(01103)", ,"48458978", ,"48458978"
"Line(01600)", ,"356444069", ,"356444069"
"Line(01700)", ,"692761391", ,"692761391"
"Line(01800)", ,"924581005","789012450","1713593455"
"Line(01900)", ,"34701727","291668096","326369823"
"Line(02300)", ,"358911","13166964","13525875"
"Line(02700)","OTHER PATIENT REVENUES (ORGAN ACQUIS","10517950", ,"10517950"
"Line(02701)","RESEARCH LINES 191 THROUGH 191.03","13649","945646","959295"
"Line(02702)","PER NHIC AUDIT MANAGER DURING 2002","718945","120149","839094"
"Line(02703)","RECLASS REMAINING OUTPATIENT ROTING","2796516","-2796516"
"Line(02704)","RELATES TO NON-ALLOWABLE DME  PATIE"
"Line(02705)","OFFSET NON-ALLOWABLE EPOGEN/ARANESP"
"Line(02706)","MEDICAID AND INDIGENT DRUG PROGRAM", ,"-3150436","-3150436"
"Line(02707)","COMMUNITY CLINICS","3315","2095138","2098453"
"Line(02800)", ,"1666453409","1091061491","2147483647"
"Line(02900)", , ,"1343635640"
"Line(03000)","CLEARING ACCOUNT HOSPL - ACCT 9999","18292"
"Line(03600)", , ,"18292"
"Line(03700)","PURCHASE DISCOUNT TAKEN - ACCT 9110","62257"
"Line(03800)","PURCHASE DISCOUNT LOST - ACCT 9111","-5670"
"Line(04200)", , ,"56587"
