"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563706"," Report S100000 ","-------------","-------------","-----------",""
" Uncompensated and indigent care cost computation"
"Entity[563706] Report(S100000)", ,"Entity[563706] Report(S100000[00100])","Entity[563706] Report(S100000[00200])","Entity[563706] Report(S100000[00300])"
"Line(00100)", ,"0"
"Line(00200)", ,"156211757"
"Line(00300)", ,"Y"
"Line(00400)", ,"N"
"Line(00500)", ,"2707548"
"Line(00600)", ,"1458342582"
"Line(00700)", ,"152910136"
"Line(00900)", ,"987120"
"Line(01000)", ,"4597434"
"Line(01100)", ,"482050"
"Line(01300)", ,"21480545"
"Line(01400)", ,"236741295"
"Line(01500)", ,"24822798"
"Line(01600)", ,"3342253"
"Line(01700)", ,"18500"
"Line(01800)", ,"17591797"
"Line(01900)", ,"3342253"
"Line(02000)", ,"254914785","2893368","257808153"
"Line(02100)", ,"26728325","303375","27031700"
"Line(02200)", ,"344086","65852","409938"
"Line(02300)", ,"26384239","237523","26621762"
"Line(02400)", ,"N"
"Line(02600)", ,"25225890"
"Line(02700)", ,"2242703"
"Line(02800)", ,"22983187"
"Line(02900)", ,"2409833"
"Line(03000)", ,"29031595"
