"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563706"," Report D00A185 ","-------------","-------------","-----------",""
"applicable","","\"   [ ] Title XVIII"," Part B  \"","","    [ ] IPF","          [ ] SNF","","  [ ] Swing Bed NF","",""
"boxes:","","   [ ] Title XIX - O/P     ","","    [ ] IRF","          [ ] NF","","  [ ] ICF/MR","",""
"PART V - APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES COSTS","","","","","","","","",""
"","","","","Program Charges","","","Program Cost","",""
"","","","Cost to","","Cost Reimbursed","Cost Reimbursed","","Cost","Cost"
"","","","Charge","","Services","Services Not","PPS","Services","Services Not"
"","","","Ratio from","PPS Reimbursed","Subject to","Subject to"," Services","Subject to","Subject to"
"","","","\"Worksheet C","\"","Services","Ded. & Coins.","Ded. & Coins.","(see","Ded. & Coins.","Ded. & Coins."
"","","","\"Part I"," col. 9\"","(see instructions)","(see instructions)","(see instructions)","instructions)","(see instructions)","(see instructions)"
"(A)"," Cost Center Description","","1","2","3","4","5","6","7"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","",""
"Entity[563706] Report(D00A185)", ,"Entity[563706] Report(D00A185[00100])","Entity[563706] Report(D00A185[00200])","Entity[563706] Report(D00A185[00300])","Entity[563706] Report(D00A185[00400])","Entity[563706] Report(D00A185[00500])","Entity[563706] Report(D00A185[00600])","Entity[563706] Report(D00A185[00700])"
"Line(05000)", ,"0","27412718", , ,"2092934"
"Line(05001)", ,"0","4458712", , ,"450923"
"Line(05002)", ,"0","149218", , ,"42277"
"Line(05100)", ,"0","4049933", , ,"397351"
"Line(05300)", ,"0","10052904", , ,"1113942"
"Line(05301)", ,"0","1828394", , ,"293675"
"Line(05400)", ,"0","48569072", , ,"2381147"
"Line(05401)", ,"0","4564752", , ,"219460"
"Line(05404)", ,"0","17161900", , ,"418888"
"Line(05405)", ,"0","2475106", , ,"145628"
"Line(05500)", ,"0","20585127", , ,"1690060"
"Line(05600)", ,"0","1948365", , ,"207255"
"Line(05601)", ,"0","3802790", , ,"228057"
"Line(05700)", ,"0","27587146", , ,"561812"
"Line(05800)", ,"0","22853951", , ,"746296"
"Line(06000)", ,"0","114840027","52808", ,"3894225","1791"
"Line(06001)", ,"0","305058", , ,"85140"
"Line(06003)", ,"0","7839934", , ,"893972"
"Line(06004)", ,"0","677673", , ,"47928"
"Line(06200)", ,"0","18496482","14628", ,"1477462","1168"
"Line(06500)", ,"0","5012319", , ,"376641"
"Line(06501)", ,"0","3384035", , ,"530542"
"Line(06502)", ,"0","1148357", , ,"79938"
"Line(06600)", ,"0","342619", , ,"54673"
"Line(06700)", ,"0","35975", , ,"4419"
"Line(06900)", ,"0","3444127", , ,"145401"
"Line(06901)", ,"0","26734721", , ,"1220600"
"Line(06902)", ,"0","3540717", , ,"150523"
"Line(06903)", ,"0","23369", , ,"10784"
"Line(06904)", ,"4","435", , ,"1900"
"Line(06905)", ,"0","3489758", , ,"407394"
"Line(06907)", ,"1","276580", , ,"188605"
"Line(07000)", ,"0","1056552", , ,"56883"
"Line(07001)", ,"0","172772", , ,"25207"
"Line(07100)", ,"0","261134","18725", ,"22108","1585"
"Line(07200)", ,"0","19859507", , ,"3126641"
"Line(07300)", ,"0","21128563","18930","761075","1643549","1473","59203"
"Line(07301)", ,"0","74177", , ,"7144"
"Line(07400)", ,"1"
"Line(07500)", ,"0","7626994", , ,"1366773"
"Line(07501)", ,"0","2949167", , ,"332987"
"Line(07600)", ,"0","349156","397824", ,"101577","115735"
"Line(07601)", ,"0","1336222", , ,"224703"
"Line(07602)", ,"0","6724940", , ,"768076"
"Line(07603)", ,"0","974610", , ,"99307"
"Line(07604)", ,"1","66043", , ,"78264"
"Line(07605)", ,"7","34499", , ,"235640"
"Line(07606)", ,"0","10897", , ,"4410"
"Line(07607)", ,"0","7157", , ,"1787"
"Line(07608)", ,"0","442341", , ,"168701"
"Line(07609)", ,"0","85712", , ,"21035"
"Line(07610)", ,"0","413539", , ,"106330"
"Line(07612)", ,"0","440340", , ,"153210"
"Line(07613)", ,"0","277960", , ,"81173"
"Line(09000)", ,"0","3908625", , ,"842402"
"Line(09001)", ,"1","137658", , ,"153505"
"Line(09002)", ,"0","46769", , ,"20634"
"Line(09003)", ,"0","2542617", , ,"883186"
"Line(09004)", ,"1","280936", , ,"155889"
"Line(09005)", ,"1","449821", , ,"526821"
"Line(09007)", ,"0","961893", , ,"455232"
"Line(09008)", ,"0"
"Line(09009)", ,"4","55376", , ,"207306"
"Line(09010)", ,"0","109764886", , ,"15083891"
"Line(09011)", ,"2"
"Line(09012)", ,"0","119163", , ,"58437"
"Line(09013)", ,"0","34654", , ,"16258"
"Line(09014)", ,"1"
"Line(09015)", ,"1","14448", , ,"7665"
"Line(09016)", ,"0","84335", , ,"18660"
"Line(09017)", ,"0"
"Line(09018)", ,"0"
"Line(09019)", ,"1"
"Line(09024)", ,"0","129141014", , ,"15585512"
"Line(09100)", ,"0","11575766", , ,"1204783"
"Line(09200)", ,"0","5436505", , ,"805021"
"Line(09300)", ,"0","1717117", , ,"763954"
"Line(20000)", , ,"717656139","502915","761075","65974513","121752","59203"
