"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563706"," Report A800000 ","-------------","-------------","-----------",""
"","DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst."
"","","","","THE AMOUNT IS TO BE ADJUSTED","","A-7"
"","","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref."
"","","1","2","3","4","5"
"Entity[563706] Report(A800000)","Entity[563706] Report(A800000[00000])","Entity[563706] Report(A800000[00100])","Entity[563706] Report(A800000[00200])","Entity[563706] Report(A800000[00300])","Entity[563706] Report(A800000[00400])","Entity[563706] Report(A800000[00500])"
"Line(01000)", , ,"-220051237"
"Line(01200)", , ,"-142881822"
"Line(03099)", ,"B","-15665"
"Line(03300)","INTEREST EXPENSE","A","-24994","OPERATING ROOM","50"
"Line(03301)","INTEREST EXPENSE","A","-6105","LABORATORY","60"
"Line(03302)","INTEREST EXPENSE","A","-13749","RESPIRATORY THERAPY","65"
"Line(03303)","INTEREST EXPENSE","A","-53092","GASTRO INTESTINAL SVCS","69"
"Line(03304)","INTEREST EXPENSE","A","-6754","SOUTH HILLS SURGERY","75"
"Line(03305)","INTEREST EXPENSE","A","-81480","CLINICAL GI LAB","76"
"Line(03306)","INTEREST EXPENSE","A","-5641","CLINIC","90"
"Line(03307)","INTEREST INCOME","B","-4486","OTHER ADMIN AND GENERAL","5"
"Line(03308)","INTEREST INCOME","B","1","ADMITTING & COLLECTIONS","5"
"Line(03309)","INTEREST INCOME","B","-369329","I&R SERVICES-OTHER PRGM COSTS APPRV","22"
"Line(03310)","PATIENT TELEPHONES","A","-154426","OTHER ADMIN AND GENERAL","5"
"Line(03311)","PARKING INCOME","B","-6429824","EMPLOYEE BENEFITS DEPARTMENT","4"
"Line(03312)","PARKING INCOME","B","-5472","ADMITTING & COLLECTIONS","5"
"Line(03313)","PARKING INCOME","B","-961384","OTHER ADMIN AND GENERAL","5"
"Line(03315)","PARKING INCOME","B","-1894015","OPERATION OF PLANT - SHY","7"
"Line(03316)","PARKING INCOME","B","-304532","OPERATION OF PLANT - HCC","7"
"Line(03317)","PARKING INCOME","B","30","HBC CLINICS","90"
"Line(03400)","TUITION REIMBURSMENT","B","-152845","PARAMED ED PERFUSION","23"
"Line(03500)","EMPLOYEE BENEFITS/DAY CARE","A","-190120","EMPLOYEE BENEFITS DEPARTMENT","4"
"Line(03600)","CHARITABLE CONTRIBUTIONS","A","-5576447","OTHER ADMIN AND GENERAL","5"
"Line(03601)","CHARITABLE CONTRIBUTIONS","A","-2240004","HILLMAN CANCER CENTER","90"
"Line(03700)","CAFETERIA/DIETARY INCOME","B","-1672150","DIETARY","10"
"Line(03701)","CAFETERIA/DIETARY INCOME","B","-1730442","DIETARY - MUH","10"
"Line(03702)","CAFETERIA/DIETARY INCOME","B","-7632817","CAFETERIA","11"
