"----------"," Entity 563706"," Report D00A181 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[563706] Report(D00A181[00100])", ,"Entity[563706] Report(D00A181[00300])","Entity[563706] Report(D00A181[00400])","Entity[563706] Report(D00A181[00500])","Entity[563706] Report(D00A181[00600])","Entity[563706] Report(D00A181[00700])", , , , , , , , , , , , 
 ,"17474567", ,"17474567","292304","60","64037","3828132", , , , , , , , , , , , 
 ,"3621269", ,"3621269","35923","101","8884","895596", , , , , , , , , , , , 
 ,"852375", ,"852375","9735","88","2709","237200", , , , , , , , , , , , 
 ,"1679448", ,"1679448","5886","285","1397","398606", , , , , , , , , , , , 
 ,"1657340", ,"1657340","10282","161","2978","480024", , , , , , , , , , , , 
 ,"296293", ,"296293","8172","36","1923","69728", , , , , , , , , , , , 
 ,"2165214", ,"2165214","102697","21","11560","243685", , , , , , , , , , , , 
 ,"175850", ,"175850","6670","26","1723","45418", , , , , , , , , , , , 
 ,"126881", ,"126881","7982","16","2192","34853", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 563706"," Report D00A182 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[563706] Report(D00A182[00100])","Entity[563706] Report(D00A182[00200])","Entity[563706] Report(D00A182[00300])","Entity[563706] Report(D00A182[00400])","Entity[563706] Report(D00A182[00500])", , , , , , , , , , , , , , 
 ,"9565312","1117990549","0","209626895","1793568", , , , , , , , , , , , , , 
 ,"976670","30115405","0","1313932","42612", , , , , , , , , , , , , , 
 ,"5366","1334690","0","3215","13", , , , , , , , , , , , , , 
 ,"622286","97846105","0","10638643","67662", , , , , , , , , , , , , , 
 ,"1151443","336410503","0","47907147","163986", , , , , , , , , , , , , , 
 ,"338069","14566272","0","13888","322", , , , , , , , , , , , , , 
 ,"5207448","483527912","0","75391805","811970", , , , , , , , , , , , , , 
 ,"148103","49699201","0","4730905","14098", , , , , , , , , , , , , , 
 ,"537849","137039195","0","118584","465", , , , , , , , , , , , , , 
 ,"510968","25224234","0","6407","130", , , , , , , , , , , , , , 
 ,"1496865","138441105","0","2452371","26515", , , , , , , , , , , , , , 
 ,"249023","38942357","0","1592572","10184", , , , , , , , , , , , , , 
 ,"282185","36511039","0","1953838","15101", , , , , , , , , , , , , , 
 ,"456012","452246773","0","50450372","50854", , , , , , , , , , , , , , 
 ,"1751054","277066530","0","18816027","118917", , , , , , , , , , , , , , 
 ,"56", , , , , , , , , , , , , , , , , , 
 ,"4913766","2147483647","0","254789796","520281", , , , , , , , , , , , , , 
 ,"15997","8090107","0","265838","526", , , , , , , , , , , , , , 
 ,"283480","64226233","0","1561349","6892", , , , , , , , , , , , , , 
 ,"29803","11598751","0","1774097","4559", , , , , , , , , , , , , , 
 ,"165294","349728044","0","56743291","26840", , , , , , , , , , , , , , 
 ,"971261","317702527","0","88430423","270332", , , , , , , , , , , , , , 
 ,"371311","22525193","0","401854","6624", , , , , , , , , , , , , , 
 ,"123017","15478303","0","81129","645", , , , , , , , , , , , , , 
 ,"479503","54495077","0","10601644","93284", , , , , , , , , , , , , , 
 ,"32248","22375908","0","2903076","4183", , , , , , , , , , , , , , 
 ,"155583","57960690","0","7446550","19987", , , , , , , , , , , , , , 
 ,"2893097","254618549","0","46838116","532175", , , , , , , , , , , , , , 
 ,"397665","69504188","0","10974978","62788", , , , , , , , , , , , , , 
 ,"78247","356956","0", , , , , , , , , , , , , , , , 
 ,"40710","124898","0", , , , , , , , , , , , , , , , 
 ,"509487","36775121","0","2174802","30130", , , , , , , , , , , , , , 
 ,"169061","2419962","0","53030","3705", , , , , , , , , , , , , , 
 ,"379496","98634987","0","14916640","57384", , , , , , , , , , , , , , 
 ,"4393","1570013","0","26209","73", , , , , , , , , , , , , , 
 ,"1111578","525505464","0","7861226","16626", , , , , , , , , , , , , , 
