"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563706"," Report D00C184 ","-------------","-------------","-----------",""
"","applicable","","\"   [ ] Title XVIII"," Part A\"","","","   [ ] IPF","           [ ] SNF","","","   [ ] TEFRA"
"","boxes:","","   [ ] Title XIX","","","   [ ] IRF","           [ ] NF","","",""
"","","","","","","","","","",""
"","","","","","","","","All","","Total"
"","","","","","Non","","","Other ","","Outpatient"
"","","","","","Physician","","","Medical","Total cost","Cost"
"","","","","","Anesthetist","Nursing","Allied","Education","(sum of col 1","\"(sum of col. 2","\""
"","","","","","Cost","School","Health","Cost","through col. 4)","3 and 4)"
"","Cost Center Description","","","","1","2","3","4","5","6"
"","ANCILLARY SERVICE COST CENTERS","","","","","","","","",""
"Entity[563706] Report(D00C184)", , , ,"Entity[563706] Report(D00C184[00300])", ,"Entity[563706] Report(D00C184[00500])","Entity[563706] Report(D00C184[00600])","Entity[563706] Report(D00C184[00700])","Entity[563706] Report(D00C184[00800])","Entity[563706] Report(D00C184[00900])","Entity[563706] Report(D00C184[01000])","Entity[563706] Report(D00C184[01100])"
"Line(05000)", , , ,"38571", ,"38571","38571","1117990549","0","0","91798","3"
"Line(05001)", , , , , , , ,"30115405"
"Line(05002)", , , , , , , ,"1334690"
"Line(05100)", , , , , , , ,"97846105", , ,"16663"
"Line(05300)", , , ,"1528088", ,"1528088","1528088","336410503","0","0","47399","215"
"Line(05301)", , , , , , , ,"14566272"
"Line(05400)", , , , , , , ,"483527912", , ,"211589"
"Line(05401)", , , , , , , ,"49699201", , ,"7913"
"Line(05404)", , , , , , , ,"137039195"
"Line(05405)", , , , , , , ,"25224234"
"Line(05500)", , , , , , , ,"138441105", , ,"23036"
"Line(05600)", , , , , , , ,"38942357", , ,"2379"
"Line(05601)", , , , , , , ,"36511039"
"Line(05700)", , , , , , , ,"452246773", , ,"164727"
"Line(05800)", , , , , , , ,"277066530", , ,"72556"
"Line(06000)", , , ,"13695", ,"13695","13695","2147483647","0","0","1732669","10"
"Line(06001)", , , , , , , ,"8090107"
"Line(06003)", , , , , , , ,"64226233", , ,"2181"
"Line(06004)", , , , , , , ,"11598751"
"Line(06200)", , , , , , , ,"349728044", , ,"72853"
"Line(06500)", , , , , , , ,"317702527", , ,"709036"
"Line(06501)", , , , , , , ,"22525193", , ,"9792"
"Line(06502)", , , , , , , ,"15478303"
"Line(06600)", , , , , , , ,"54495077", , ,"1265726"
"Line(06700)", , , , , , , ,"22375908", , ,"1734430"
"Line(06900)", , , , , , , ,"57960690", , ,"14572"
"Line(06901)", , , , , , , ,"254618549", , ,"131561"
"Line(06902)", , , , , , , ,"69504188", , ,"13767"
"Line(06903)", , , , , , , ,"356956"
"Line(06904)", , , , , , , ,"124898"
"Line(06905)", , , , , , , ,"36775121"
"Line(06907)", , , , , , , ,"2419962"
"Line(07000)", , , , , , , ,"98634987", , ,"18925"
"Line(07001)", , , , , , , ,"1570013"
"Line(07100)", , , , , , , ,"525505464", , ,"42680"
"Line(07200)", , , , , , , ,"761696687", , ,"266354"
"Line(07300)", , , ,"1646054", ,"1646054","1646054","1572940925","0","0","2645624","2767"
"Line(07301)", , , , , , , ,"50230944"
"Line(07400)", , , , , , , ,"1254545"
"Line(07500)", , , , , , , ,"78099242"
"Line(07501)", , , , , , , ,"34881718"
"Line(07600)", , , , , , , ,"2001874"
"Line(07601)", , , , , , , ,"50009268", , ,"156179"
"Line(07602)", , , , , , , ,"61305415", , ,"13322"
"Line(07603)", , , , , , , ,"9247366"
"Line(07604)", , , , , , , ,"4016378"
"Line(07605)", , , , , , , ,"133692"
"Line(07606)", , , , , , , ,"14284613"
"Line(07607)", , , , , , , ,"4406483"
"Line(07608)", , , , , , , ,"12240356"
"Line(07609)", , , , , , , ,"2814653"
"Line(07610)", , , , , , , ,"15787795"
"Line(07612)", , , , , , , ,"7336656"
"Line(07613)", , , , , , , ,"3480435"
"Line(09000)", , , , , , , ,"31758718"
"Line(09001)", , , , , , , ,"1843038"
"Line(09002)", , , , , , , ,"892494"
"Line(09003)", , , , , , , ,"26453172"
"Line(09004)", , , , , , , ,"1671250"
"Line(09005)", , , , , , , ,"1625841"
"Line(09007)", , , , , , , ,"6651757", , ,"183"
"Line(09008)", , , , , , , ,"7198193"
"Line(09009)", , , , , , , ,"450930"
"Line(09010)", , , , , , , ,"723460870"
"Line(09011)", , , , , , , ,"4734276"
"Line(09012)", , , , , , , ,"1183458"
"Line(09013)", , , , , , , ,"722341"
"Line(09014)", , , , , , , ,"1001038"
"Line(09015)", , , , , , , ,"789088"
"Line(09016)", , , , , , , ,"1598254"
"Line(09017)", , , , , , , ,"9505252"
"Line(09018)", , , , , , , ,"25549291"
"Line(09019)", , , , , , , ,"16835305"
"Line(09024)", , , , , , , ,"827222277"
"Line(09100)", , , , , , , ,"289839229", , ,"595"
"Line(09200)", , , , , , , ,"113448275"
"Line(09300)", , , , , , , ,"8695219"
