"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report D00A183 ","-------------","-------------","-----------",""
"applicable ","","\"   [ ]  Title XVIII"," Part A\"","","   [ ] TEFRA","","","","","","","",""
"boxes:","","   [ ]  Title XIX","","","","","","","","","",""
"","","","","","All","Swing-Bed","","","","","Inpatient",""
"","","",""," ","Other ","Adjustment","Total Costs","","Per","","Program",""
"","","","","","Medical","Amount","(sum of cols.","Total","Diem","Inpatient","Pass-Through",""
"","","","Nursing ","Allied  Health","Education","(see","\"1 through 3","\"","Patient","(col. 5 �","Program","Cost",""
"","","","School","Cost","Cost","instructions)"," minus col. 4)","Days","col. 6)","Days","(col. 7 x col. 8)",""
"(A)","Cost Center Description","","1","2","3","4","5","6","7","8","9",""
""," INPATIENT ROUTINE SERVICE COST CENTERS","","","","","","","","","","",""
""," Adults & Pediatrics","","","","","","","","","","",""
"30"," (General Routine Care)","","","","","","","","","","","30"
"","","","","","","","","","","","",""
"31"," Intensive Care Unit","","","","","","","","","","","31"
"","","","","","","","","","","","",""
"32"," Coronary Care Unit","","","","","","","","","","","32"
"","","","","","","","","","","","",""
"33"," Burn Intensive Care Unit","","","","","","","","","","","33"
"","","","","","","","","","","","",""
"34"," Surgical Intensive Care Unit","","","","","","","","","","","34"
"","","","","","","","","","","","",""
"35"," Other Special Care Unit (specify)","","","","","","","","","","","35"
"","","","","","","","","","","","",""
"40"," Subprovider IPF","","","","","","","","","","","40"
"","","","","","","","","","","","",""
"41"," Subprovider IRF","","","","","","","","","","","41"
"","","","","","","","","","","","",""
"42"," Subprovider  (Other)","","","","","","","","","","","42"
"","","","","","","","","","","","",""
"43"," Nursery","","","","","","","","","","","43"
"","","","","","","","","","","","",""
"44"," Skilled Nursing Facility","","","","","","","","","","","44"
"","","","","","","","","","","","",""
"45"," Nursing Facility","","","","","","","","","","","45"
"","","","","","","","","","","","",""
"200"," Total (sum of lines 30-199)","","","","","","","","","","","200"
"","","","","","","","","","","","",""
"","(A) Worksheet A line numbers","","","","","","","","","","",""
"Entity[572851] Report(D00A183)", ,"Entity[572851] Report(D00A183[00100])","Entity[572851] Report(D00A183[00200])", , ,"Entity[572851] Report(D00A183[00500])","Entity[572851] Report(D00A183[00600])","Entity[572851] Report(D00A183[00700])","Entity[572851] Report(D00A183[00800])","Entity[572851] Report(D00A183[00900])"
"Line(03000)", ,"3245771","432901", , ,"3678672","180174","20","48627","992963"
"Line(03100)", ,"291960","28706", , ,"320666","10369","31","4157","128576"
"Line(03101)", , ,"40486", , ,"40486","14624","3"
"Line(03200)", , ,"15210", , ,"15210","5494","3","2590","7174"
"Line(03201)", , ,"7741", , ,"7741","2796","3","1100","3047"
"Line(03401)", ,"250977","42698", , ,"293675","15423","19","6134","116791"
"Line(03402)", , ,"25617", , ,"25617","9253","3","3284","9097"
"Line(03403)", , ,"18604", , ,"18604","6720","3","2640","7313"
"Line(03404)", ,"41339","12572", , ,"53911","4541","12","49","582"
"Line(03405)", , ,"1833", , ,"1833","662","3","104","288"
"Line(03406)", , ,"17929", , ,"17929","6476","3","126","349"
"Line(03407)", , ,"28538", , ,"28538","10308","3"
"Line(04000)", ,"292405","68548", , ,"360953","24760","15","4987","72710"
"Line(04100)", , ,"9371", , ,"9371","3385","3","13","36"
"Line(04300)", , , , , , ,"17097"
