"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A700001 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[572851] Report(A700001)", ,"Entity[572851] Report(A700001[00100])","Entity[572851] Report(A700001[00200])", ,"Entity[572851] Report(A700001[00400])","Entity[572851] Report(A700001[00500])","Entity[572851] Report(A700001[00600])"
"Line(00100)", ,"5362034","5285000", ,"5285000", ,"10647034"
"Line(00200)", ,"6756508","332674", ,"332674", ,"7089182"
"Line(00300)", ,"694425966", , , ,"12173346","682252620"
"Line(00400)", ,"10519190","47355609", ,"47355609", ,"57874799"
"Line(00500)", ,"295493394", , , ,"18761582","276731812"
"Line(00600)", ,"4969333", , , ,"659825","4309508"
"Line(00800)", ,"1017526425","52973283", ,"52973283","31594753","1038904955"
"Line(00900)", , , , , ,"-192224","192224"
