"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report I1D0000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[572851] Report(I1D0000)", ,"Entity[572851] Report(I1D0000[00100])", ,"Entity[572851] Report(I1D0000[00300])","Entity[572851] Report(I1D0000[00400])"
"Line(00100)", ,"1787467", ,"50655","24"
"Line(00200)", ,"14588", ,"624","0"
"Line(00300)", ,"8604", ,"767","0"
"Line(00400)", ,"82453", ,"5810","3"
"Line(00800)", ,"256566"
"Line(00900)", ,"2149678"
"Line(01600)", ,"84753"
"Line(01700)", ,"2234431"
"Line(01800)", ,"259907"
"Line(01900)", ,"172603"
"Line(02000)", ,"588007"
"Line(02100)", ,"617574"
"Line(02200)", ,"495805"
"Line(02300)", ,"1739"
"Line(02400)", ,"10732"
"Line(02500)", ,"-324996"
"Line(02600)", ,"329655"
"Line(02700)", ,"4385457"
