"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A600AH0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572851] Report(A600AH0)","Entity[572851] Report(A600AH0[00000])","Entity[572851] Report(A600AH0[00100])", ,"Entity[572851] Report(A600AH0[00300])","Entity[572851] Report(A600AH0[00400])", , ,"Entity[572851] Report(A600AH0[00700])","Entity[572851] Report(A600AH0[00800])"
"Line(00100)","PTO EXPENSE","AH", , , , , ,"4","5569913"
"Line(00200)","PTO EXPENSE","AH", ,"5","163957"
"Line(00300)","PTO EXPENSE","AH", ,"7","57344"
"Line(00400)","PTO EXPENSE","AH", ,"8","2514"
"Line(00500)","PTO EXPENSE","AH", ,"9","52612"
"Line(00600)","PTO EXPENSE","AH", ,"10","10714"
"Line(00700)","PTO EXPENSE","AH", ,"13","61824"
"Line(00800)","PTO EXPENSE","AH", ,"14","16928"
"Line(00900)","PTO EXPENSE","AH", ,"15","154825"
"Line(01000)","PTO EXPENSE","AH", ,"16","48355"
"Line(01100)","PTO EXPENSE","AH", ,"17","78874"
"Line(01200)","PTO EXPENSE","AH", ,"18","1673"
"Line(01300)","PTO EXPENSE","AH", ,"20","29893"
"Line(01400)","PTO EXPENSE","AH", ,"22","253145"
"Line(01500)","PTO EXPENSE","AH", ,"23","3653"
"Line(01600)","PTO EXPENSE","AH", ,"23","4091"
"Line(01700)","PTO EXPENSE","AH", ,"23","6086"
"Line(01800)","PTO EXPENSE","AH", ,"23","8239"
"Line(01900)","PTO EXPENSE","AH", ,"23","1141"
"Line(02000)","PTO EXPENSE","AH", ,"23","3891"
"Line(02100)","PTO EXPENSE","AH", ,"30","632252"
"Line(02200)","PTO EXPENSE","AH", ,"31","105374"
"Line(02300)","PTO EXPENSE","AH", ,"31","143677"
"Line(02400)","PTO EXPENSE","AH", ,"32","33770"
"Line(02500)","PTO EXPENSE","AH", ,"32","20394"
"Line(02600)","PTO EXPENSE","AH", ,"34","77346"
"Line(02700)","PTO EXPENSE","AH", ,"34","56899"
"Line(02800)","PTO EXPENSE","AH", ,"34","34695"
