"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A800000 ","-------------","-------------","-----------",""
"","DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst."
"","","","","THE AMOUNT IS TO BE ADJUSTED","","A-7"
"","","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref."
"","","1","2","3","4","5"
"Entity[572851] Report(A800000)","Entity[572851] Report(A800000[00000])","Entity[572851] Report(A800000[00100])","Entity[572851] Report(A800000[00200])","Entity[572851] Report(A800000[00300])","Entity[572851] Report(A800000[00400])","Entity[572851] Report(A800000[00500])"
"Line(00700)", ,"A","-26783","ADMINISTRATIVE & GENERAL","5"
"Line(01000)", , ,"-124934233"
"Line(01200)", , ,"20233528"
"Line(03301)","FILE 300.22 MARKETING/CONSULTING","A","-1511055","ADMINISTRATIVE & GENERAL","5"
"Line(03302)","FILE 300.22 MARKETING/CONSULTING","A","-9402","NURSING ADMINISTRATION","13"
"Line(03303)","FILE 300.22 MARKETING/CONSULTING","A","-200","SOCIAL SERVICE","17"
"Line(03304)","FILE 300.22 MARKETING/CONSULTING","A","-14522","NURSING SCHOOL","20"
"Line(03305)","FILE 300.22 MARKETING/CONSULTING","A","-1540","I&R SERVICES-OTHER PRGM COSTS APPRV","22"
"Line(03306)","FILE 300.22 MARKETING/CONSULTING","A","-1940","ADULTS & PEDIATRICS","30"
"Line(03307)","FILE 300.22 MARKETING/CONSULTING","A","-11846","OPERATING ROOM","50"
"Line(03308)","FILE 300.22 MARKETING/CONSULTING","A","-4220","DELIVERY ROOM & LABOR ROOM","52"
"Line(03309)","FILE 300.22 MARKETING/CONSULTING","A","-2031","CT SCAN","57"
"Line(03310)","FILE 300.22 MARKETING/CONSULTING","A","-2815","LABORATORY","60"
"Line(03311)","FILE 300.22 MARKETING/CONSULTING","A","-900","MENTAL HEALTH O/P CLINIC","90"
"Line(03312)","FILE 300.22 MARKETING/CONSULTING","A","-508","CLINIC - CHILD OP RESP CTR","90"
"Line(03313)","FILE 300.22 MARKETING/CONSULTING","A","-612447","CLINIC - ONCOLOGY","90"
"Line(03314)","FILE 300.22 MARKETING/CONSULTING","A","-3905","CLINIC - MYERS PARK","90"
"Line(03315)","FILE 300.22 MARKETING/CONSULTING","A","-15589","WOMENS INSTITUTE","90"
"Line(03316)","FILE 300.22 MARKETING/CONSULTING","A","-454","CMC SURGERY","90"
"Line(03317)","FILE 300.22 MARKETING/CONSULTING","A","-2513","PEDIATRIC ONCOLOGY","90"
"Line(03318)","FILE 300.22 MARKETING/CONSULTING","A","-4602","NEUROMUSCULAR (ALS) CENTER","90"
"Line(03319)","FILE 300.22 MARKETING/CONSULTING","A","-227","CHF CLINIC","90"
"Line(03320)","FILE 300.22 MARKETING/CONSULTING","A","-350","NEUROSCIENCE CLINIC","90"
"Line(03321)","FILE 300.22 MARKETING/CONSULTING","A","-5350","PAIN MANAGEMENT","90"
"Line(03322)","FILE 300.22 MARKETING/CONSULTING","A","-56","LIVER CLINIC","90"
"Line(03323)","FILE 300.22 MARKETING/CONSULTING","A","-98988","KIDNEY ACQUISITION","105"
"Line(03324)","FILE 300.22 MARKETING/CONSULTING","A","-60698","RESEARCH","191"
"Line(03325)","FILE 300.22 MARKETING/CONSULTING","A","-11203","PHYSICIANS PRIVATE OFFICES","192"
"Line(03326)","FILE 300.22 MARKETING/CONSULTING","A","-2215","WOMENS INST BALLANTYNE","192"
"Line(03327)","FILE 300.22 MARKETING/CONSULTING","A","-1435","OTHER NONREIMBURSABLE COST CENTERS","194"
"Line(03328)","FILE 300.22 MARKETING/CONSULTING","A","-4898","UNDERGRAD MEDED","194"
"Line(03329)","FILE 300.22 MARKETING/CONSULTING","A","-598","OTHER NONREIMBURSABLE COST CENTERS","194"
"Line(03330)","FILE 300.22 PATIENT ADJUSTMENTS","A","-1226","PHYSICIANS PRIVATE OFFICES","192"
"Line(03331)","FILE 300.22 CORP EVENT/RETREAT","A","-62216","ADMINISTRATIVE & GENERAL","5"
"Line(03332)","FILE 300.22 CORP EVENT/RETREAT","A","-101","HOUSEKEEPING","9"
"Line(03333)","FILE 300.22 CORP EVENT/RETREAT","A","-661","NURSING ADMINISTRATION","13"
"Line(03334)","FILE 300.22 CORP EVENT/RETREAT","A","-225","NURSING SCHOOL","20"
"Line(03335)","FILE 300.22 CORP EVENT/RETREAT","A","-2479","I&R SERVICES-OTHER PRGM COSTS APPRV","22"
"Line(03336)","FILE 300.22 CORP EVENT/RETREAT","A","-116","INTENSIVE CARE UNIT","31"
"Line(03337)","FILE 300.22 CORP EVENT/RETREAT","A","-116","PEDIATRIC INTENSIVE CARE UNIT","34"
"Line(03338)","FILE 300.22 CORP EVENT/RETREAT","A","-65","LABORATORY","60"
"Line(03339)","FILE 300.22 CORP EVENT/RETREAT","A","-201","MENTAL HEALTH O/P CLINIC","90"
