"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A6000A0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572851] Report(A6000A0)","Entity[572851] Report(A6000A0[00000])","Entity[572851] Report(A6000A0[00100])", ,"Entity[572851] Report(A6000A0[00300])", ,"Entity[572851] Report(A6000A0[00500])", ,"Entity[572851] Report(A6000A0[00700])", ,"Entity[572851] Report(A6000A0[00900])","Entity[572851] Report(A6000A0[01000])"
"Line(00100)","FILE 300.11 PROPERTY INSURANCE","A", ,"1", ,"1150633", ,"5", ,"1567462","12"
"Line(00200)","FILE 300.11 PROPERTY INSURANCE","A", ,"2", ,"1246519", ,"22", ,"32691","12"
"Line(00300)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"30", ,"22793"
"Line(00400)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"31", ,"23175"
"Line(00500)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"31", ,"20012"
"Line(00600)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"34", ,"16784"
"Line(00700)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"41", ,"818"
"Line(00800)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"50", ,"4196"
"Line(00900)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"43607"
"Line(01000)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"39717"
"Line(01100)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"23803"
"Line(01200)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"197799"
"Line(01300)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"5810"
"Line(01400)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"4035"
"Line(01500)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"19850"
"Line(01600)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"9979"
"Line(01700)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"35587"
"Line(01800)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"9694"
"Line(01900)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"14886"
"Line(02000)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"31315"
"Line(02100)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"91", ,"73167"
"Line(02200)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"91", ,"40713"
"Line(02300)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"95", ,"77738"
"Line(02400)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"192", ,"58773"
"Line(02500)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"86"
"Line(02600)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"7115"
"Line(02700)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"968"
"Line(02800)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"5164"
"Line(02900)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"6026"
"Line(03000)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"3389"
