"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report S100000 ","-------------","-------------","-----------",""
" Uncompensated and indigent care cost computation"
"Entity[553807] Report(S100000)", ,"Entity[553807] Report(S100000[00100])","Entity[553807] Report(S100000[00200])","Entity[553807] Report(S100000[00300])"
"Line(00100)", ,"0"
"Line(00200)", ,"224894269"
"Line(00300)", ,"Y"
"Line(00400)", ,"N"
"Line(00500)", ,"8807055"
"Line(00600)", ,"501706784"
"Line(00700)", ,"210461481"
"Line(00900)", ,"5951819"
"Line(01000)", ,"10912690"
"Line(01100)", ,"4577775"
"Line(02000)", ,"31377932","8377068","39755000"
"Line(02100)", ,"13162760","3514105","16676865"
"Line(02200)", ,"153939","525997","679936"
"Line(02300)", ,"13008821","2988108","15996929"
"Line(02400)", ,"N"
"Line(02600)", ,"14447381"
"Line(02700)", ,"94417"
"Line(02800)", ,"14352964"
"Line(02900)", ,"6020939"
"Line(03000)", ,"22017868"
